proteinname,go_IC
ist2,regulation of phosphatidylinositol dephosphorylation
ist2,protein localization to plasma membrane
ist2,endoplasmic reticulum membrane organization
swd1,telomere maintenance
swd1,chromatin silencing at telomere
swd1,"regulation of transcription, DNA-templated"
swd1,histone H3-K4 methylation
taf9,chromatin organization
taf9,"transcription, DNA-templated"
taf9,"DNA-templated transcription, initiation"
taf9,"regulation of transcription, DNA-templated"
taf9,transcription from RNA polymerase II promoter
taf9,histone acetylation
taf9,histone H3 acetylation
taf9,positive regulation of transcription from RNA polymerase II promoter
taf9,RNA polymerase II transcriptional preinitiation complex assembly
rga1,pheromone-dependent signal transduction involved in conjugation with cellular fusion
rga1,invasive growth in response to glucose limitation
rga1,actin filament organization
rga1,budding cell apical bud growth
rga1,budding cell isotropic bud growth
rga1,pseudohyphal growth
rga1,signal transduction
rga1,small GTPase mediated signal transduction
rga1,response to pheromone
rga1,establishment of cell polarity
rga1,septin ring organization
rga1,positive regulation of GTPase activity
plb3,lipid metabolic process
plb3,phosphatidylserine catabolic process
plb3,metabolic process
plb3,phospholipid catabolic process
plb3,lipid catabolic process
plb3,phosphatidylinositol metabolic process
ypl261c,biological_process unknown
ecm7,calcium ion transport
ecm7,cell wall organization
puf3,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
puf3,nuclear-transcribed mRNA catabolic process
puf3,mitochondrion organization
puf3,intracellular mRNA localization
puf3,aerobic respiration
puf3,mitochondrion localization
trm11,tRNA processing
trm11,tRNA methylation
trm11,methylation
hse1,protein targeting to vacuole
hse1,transport
hse1,intracellular protein transport
hse1,protein transport
hse1,late endosome to vacuole transport
hse1,ATP export
yrf1-1p,telomere maintenance via recombination
yrf1-1p,DNA duplex unwinding
jhd1,"transcription, DNA-templated"
jhd1,"regulation of transcription, DNA-templated"
jhd1,covalent chromatin modification
jhd1,histone demethylation
jhd1,positive regulation of transcription elongation from RNA polymerase II promoter
jhd1,oxidation-reduction process
jhd1,histone H3-K36 demethylation
pcf11,"transcription, DNA-templated"
pcf11,"DNA-templated transcription, termination"
pcf11,"regulation of transcription, DNA-templated"
pcf11,termination of RNA polymerase II transcription
pcf11,mRNA polyadenylation
pcf11,mRNA cleavage
pcf11,mRNA processing
pcf11,pre-mRNA cleavage required for polyadenylation
fmp52,biological_process unknown
pkc1,protein phosphorylation
pkc1,actin filament organization
pkc1,cell cycle
pkc1,signal transduction
pkc1,phosphorylation
pkc1,peptidyl-serine phosphorylation
pkc1,pexophagy
pkc1,fungal-type cell wall organization
pkc1,cellular bud neck septin ring organization
pkc1,cytoplasmic mRNA processing body assembly
pkc1,intracellular signal transduction
pkc1,regulation of nuclear-transcribed mRNA poly(A) tail shortening
pkc1,regulation of fungal-type cell wall organization
mic60,cristae formation
mic60,protein import into mitochondrial intermembrane space
prp19,generation of catalytic spliceosome for first transesterification step
prp19,DNA repair
prp19,mRNA processing
prp19,cellular response to DNA damage stimulus
prp19,RNA splicing
prp19,protein ubiquitination
smf3,transport
smf3,ion transport
smf3,iron ion transport
smf3,cellular iron ion homeostasis
smf3,iron ion homeostasis
smf3,cation transmembrane transport
arp2,mitochondrion inheritance
arp2,actin filament organization
arp2,ascospore wall assembly
arp2,regulation of actin filament polymerization
arp2,CVT pathway
arp2,Arp2/3 complex-mediated actin nucleation
arp2,establishment of mitochondrion localization
emp70,invasive growth in response to glucose limitation
emp70,transport
emp70,ion transport
emp70,cellular copper ion homeostasis
emp70,vacuolar transport
emp70,pseudohyphal growth
emp70,endosomal transport
ypk3,protein phosphorylation
ypk3,biological_process unknown
ypk3,phosphorylation
ypk3,peptidyl-serine phosphorylation
ypk3,intracellular signal transduction
ypk3,protein autophosphorylation
ymr085w,carbohydrate metabolic process
ymr085w,fructose 6-phosphate metabolic process
ymr085w,UDP-N-acetylglucosamine metabolic process
ymr085w,biological_process unknown
ymr085w,carbohydrate biosynthetic process
ymr085w,fungal-type cell wall chitin biosynthetic process
ydl121c,biological_process unknown
rox1,negative regulation of transcription from RNA polymerase II promoter
rox1,"transcription, DNA-templated"
rox1,"regulation of transcription, DNA-templated"
rox1,regulation of transcription from RNA polymerase II promoter in response to stress
rox1,cellular response to osmotic stress
rox1,negative regulation of transcription from RNA polymerase II promoter in response to stress
yhr219w,biological_process unknown
rpt2,ubiquitin-dependent protein catabolic process
rpt2,protein catabolic process
rpt2,ubiquitin-dependent ERAD pathway
rpt2,protein complex localization
rpt2,peptide catabolic process
rpt2,positive regulation of protein catabolic process
rpt2,positive regulation of RNA polymerase II transcriptional preinitiation complex assembly
rpt2,nonfunctional rRNA decay
rpt2,proteasome regulatory particle assembly
rpt2,positive regulation of proteasomal protein catabolic process
ser1,L-serine biosynthetic process
ser1,metabolic process
ser1,cellular amino acid biosynthetic process
ser1,serine family amino acid biosynthetic process
ser1,purine nucleobase biosynthetic process
mgl2,triglyceride metabolic process
mgl2,medium-chain fatty acid biosynthetic process
mgl2,medium-chain fatty acid catabolic process
ygr067c,biological_process unknown
spg3,biological_process unknown
pet123,mitochondrial translation
yme1,protein folding
yme1,proteolysis
yme1,misfolded or incompletely synthesized protein catabolic process
yme1,protein import into mitochondrial matrix
yme1,protein catabolic process
yme1,protein import into mitochondrial intermembrane space
yme1,protein maturation
mzm1,protein folding
mzm1,mitochondrial respiratory chain complex III assembly
ypl247c,biological_process unknown
yap1802,endocytosis
yap1802,clathrin coat assembly
ygl036w,biological_process unknown
ypr053c,biological_process unknown
dga1,glycerol metabolic process
dga1,lipid metabolic process
dga1,ceramide metabolic process
dga1,triglyceride biosynthetic process
dga1,lipid storage
dga1,cellular triglyceride homeostasis
mrp49,mitochondrial translation
srp14,SRP-dependent cotranslational protein targeting to membrane
srp14,"SRP-dependent cotranslational protein targeting to membrane, translocation"
srp14,"SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition"
srp14,protein targeting to ER
mrx3,biological_process unknown
rrp9,rRNA modification
rrp9,rRNA processing
rrp9,ribosome biogenesis
ymr027w,protein methylation
ymr027w,biological_process unknown
ymr027w,dephosphorylation
ymr027w,methylation
trs33,protein complex assembly
trs33,transport
trs33,ER to Golgi vesicle-mediated transport
trs33,autophagy
trs33,vesicle-mediated transport
trs33,positive regulation of macroautophagy
trs33,protein localization to pre-autophagosomal structure
trs33,cellular protein complex localization
sec13,transport
sec13,protein transport
sec13,vesicle-mediated transport
sec13,ubiquitin-dependent ERAD pathway
sec13,nuclear pore distribution
sec13,positive regulation of GTPase activity
sec13,"positive regulation of transcription, DNA-templated"
sec13,mRNA transport
sec13,COPII-coated vesicle budding
sec13,positive regulation of TORC1 signaling
nde1,chronological cell aging
nde1,NADH oxidation
nde1,glycolytic fermentation to ethanol
nde1,oxidation-reduction process
acl4,ubiquitin-dependent ERAD pathway
acl4,ribosome biogenesis
hfd1,cellular aldehyde metabolic process
hfd1,sphingolipid metabolic process
hfd1,metabolic process
hfd1,ubiquinone biosynthetic process from tyrosine
hfd1,aldehyde catabolic process
hfd1,oxidation-reduction process
cwc23,spliceosomal complex disassembly
cwc23,mRNA processing
cwc23,RNA splicing
ydr209c,biological_process unknown
hcm1,"transcription, DNA-templated"
hcm1,"regulation of transcription, DNA-templated"
hcm1,mitochondrion organization
hcm1,cellular response to oxidative stress
hcm1,positive regulation of transcription from RNA polymerase II promoter
hcm1,regulation of sequence-specific DNA binding transcription factor activity
hcm1,spindle pole body organization
mec3,DNA damage checkpoint
mec3,telomere maintenance via recombination
mec3,double-strand break repair via homologous recombination
mec3,DNA metabolic process
mec3,DNA repair
mec3,nucleotide-excision repair
mec3,chromatin silencing at telomere
mec3,cellular response to DNA damage stimulus
mec3,cell cycle
mec3,intra-S DNA damage checkpoint
mec3,mitotic DNA replication checkpoint
mec3,meiotic DNA integrity checkpoint
taf3,"transcription, DNA-templated"
taf3,"regulation of transcription, DNA-templated"
taf3,transcription from RNA polymerase II promoter
taf3,RNA polymerase II transcriptional preinitiation complex assembly
fyv4,biological_process unknown
ybr013c,biological_process unknown
stb1,regulation of transcription involved in G1/S transition of mitotic cell cycle
stb1,positive regulation of mating type switching by positive regulation of transcription from RNA polymerase II promoter
irc19,mitotic recombination
irc19,sporulation resulting in formation of a cellular spore
irc19,ascospore formation
dbf20,mitotic cytokinesis
dbf20,barrier septum assembly
dbf20,protein phosphorylation
dbf20,exit from mitosis
dbf20,phosphorylation
dbf20,peptidyl-serine phosphorylation
dbf20,intracellular signal transduction
dbf20,regulation of mRNA catabolic process
cyc1,"mitochondrial electron transport, ubiquinol to cytochrome c"
cyc1,"mitochondrial electron transport, cytochrome c to oxygen"
cyc1,electron transport chain
cyc1,oxidation-reduction process
ste12,conjugation with cellular fusion
ste12,invasive growth in response to glucose limitation
ste12,"transcription, DNA-templated"
ste12,"regulation of transcription, DNA-templated"
ste12,pseudohyphal growth
ste12,positive regulation of transcription from RNA polymerase II promoter by pheromones
ste12,response to pheromone
ste12,negative regulation of transcription from RNA polymerase II promoter by pheromones
flc2,protein folding
flc2,transport
flc2,fungal-type cell wall biogenesis
flc2,FAD transport
flc2,sphingolipid biosynthetic process
flc2,FAD transmembrane transport
flc2,calcium ion homeostasis
flc2,transmembrane transport
flc2,cellular hypotonic response
vps45,vacuole inheritance
vps45,protein targeting to vacuole
vps45,transport
vps45,Golgi to endosome transport
vps45,Golgi to vacuole transport
vps45,vesicle docking involved in exocytosis
vps45,vacuole organization
vps45,vacuolar acidification
vps45,protein transport
vps45,vesicle-mediated transport
vps45,CVT pathway
vps45,positive regulation of SNARE complex assembly
vps45,Golgi vesicle fusion to target membrane
pga2,transport
pga2,protein transport
pop4,"nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay"
pop4,rRNA processing
pop4,mRNA cleavage
pop4,tRNA processing
pop4,intronic box C/D snoRNA processing
pop4,"RNA phosphodiester bond hydrolysis, endonucleolytic"
pex4,protein polyubiquitination
pex4,protein monoubiquitination
pex4,peroxisome organization
pex4,"protein import into peroxisome matrix, receptor recycling"
pex4,protein ubiquitination
pex4,protein autoubiquitination
air1,ncRNA polyadenylation
air1,polyadenylation-dependent RNA catabolic process
air1,nuclear mRNA surveillance of mRNA 3'-end processing
air1,nuclear polyadenylation-dependent rRNA catabolic process
air1,nuclear polyadenylation-dependent snoRNA catabolic process
air1,nuclear polyadenylation-dependent snRNA catabolic process
air1,nuclear polyadenylation-dependent tRNA catabolic process
air1,nuclear polyadenylation-dependent CUT catabolic process
ybr137w,posttranslational protein targeting to endoplasmic reticulum membrane
ybr137w,biological_process unknown
nop53,ribosomal large subunit export from nucleus
nop53,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
nop53,rRNA processing
nop53,ribosome biogenesis
ume1,"transcription, DNA-templated"
ume1,"regulation of transcription, DNA-templated"
ume1,negative regulation of transcription from RNA polymerase I promoter
ume1,covalent chromatin modification
ume1,negative regulation of chromatin silencing at telomere
ume1,regulation of meiotic nuclear division
ume1,positive regulation of transcription from RNA polymerase II promoter
ume1,meiotic cell cycle
ume1,positive regulation of transcription from RNA polymerase II promoter in response to heat stress
stb6,biological_process unknown
scp160,pheromone-dependent signal transduction involved in conjugation with cellular fusion
scp160,chromatin silencing at telomere
scp160,chromosome segregation
scp160,intracellular mRNA localization
scp160,chromatin silencing at silent mating-type cassette
scp160,chemotropism
scp160,meiotic telomere clustering
vth1,transport
vth1,Golgi to vacuole transport
vth1,protein transport
dom34,"nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay"
dom34,translation
dom34,regulation of translation
dom34,cell cycle
dom34,ribosome disassembly
dom34,positive regulation of translation
dom34,cell division
dom34,meiotic cell cycle
dom34,"nuclear-transcribed mRNA catabolic process, non-stop decay"
dom34,nonfunctional rRNA decay
dom34,"nuclear-transcribed mRNA catabolic process, no-go decay"
dom34,RNA surveillance
dom34,nucleic acid phosphodiester bond hydrolysis
dom34,"RNA phosphodiester bond hydrolysis, endonucleolytic"
pex28,peroxisome organization
tda7,biological_process unknown
dbr1,"mRNA splicing, via spliceosome"
dbr1,mRNA processing
dbr1,RNA catabolic process
dbr1,pseudohyphal growth
dbr1,snoRNA metabolic process
dbr1,"transposition, RNA-mediated"
dbr1,"RNA phosphodiester bond hydrolysis, endonucleolytic"
dna2,meiotic DNA double-strand break processing
dna2,telomere maintenance
dna2,DNA double-strand break processing
dna2,DNA strand renaturation
dna2,replicative cell aging
dna2,DNA replication
dna2,DNA-dependent DNA replication
dna2,lagging strand elongation
dna2,DNA repair
dna2,cellular response to DNA damage stimulus
dna2,metabolic process
dna2,DNA duplex unwinding
dna2,"DNA replication, Okazaki fragment processing"
dna2,nucleic acid phosphodiester bond hydrolysis
tef4,translation
tef4,translational elongation
tef4,glutathione metabolic process
tef4,positive regulation of GTPase activity
yjr128w,biological_process unknown
mlh3,meiotic mismatch repair
mlh3,DNA repair
mlh3,mismatch repair
mlh3,cellular response to DNA damage stimulus
mlh3,reciprocal meiotic recombination
bur2,mitotic sister chromatid segregation
bur2,"transcription, DNA-templated"
bur2,"DNA-templated transcription, termination"
bur2,"regulation of transcription, DNA-templated"
bur2,cell cycle
bur2,positive regulation of histone ubiquitination
bur2,positive regulation of cyclin-dependent protein serine/threonine kinase activity
bur2,positive regulation of transcription from RNA polymerase II promoter
bur2,positive regulation of histone H3-K4 methylation
bur2,phosphorylation of RNA polymerase II C-terminal domain
bur2,positive regulation of phosphorylation of RNA polymerase II C-terminal domain
rce1,proteolysis
rce1,peptide pheromone maturation
rce1,protein processing
rce1,response to pheromone
rce1,peptide mating pheromone maturation involved in conjugation with cellular fusion
rce1,CAAX-box protein processing
ssb1,ribosomal subunit export from nucleus
ssb1,cytoplasmic translation
ssb1,rRNA processing
ssb1,translation
ssb1,translational termination
ssb1,regulation of translational fidelity
ssb1,translational frameshifting
ssb1,response to stress
ssb1,cellular response to glucose starvation
ssb1,'de novo' cotranslational protein folding
rpn1,ubiquitin-dependent protein catabolic process
rpn1,regulation of protein catabolic process
rpn1,proteasome-mediated ubiquitin-dependent protein catabolic process
rpn1,regulation of catalytic activity
opi10,inositol metabolic process
opi10,lipid metabolic process
opi10,phospholipid biosynthetic process
fpk1,response to pheromone involved in conjugation with cellular fusion
fpk1,protein phosphorylation
fpk1,transport
fpk1,lipid transport
fpk1,phosphorylation
fpk1,response to pheromone
fpk1,intracellular signal transduction
fpk1,protein autophosphorylation
fpk1,positive regulation of phospholipid translocation
ert1,negative regulation of transcription from RNA polymerase II promoter
ert1,gluconeogenesis
ert1,"transcription, DNA-templated"
ert1,"regulation of transcription, DNA-templated"
ert1,regulation of transcription from RNA polymerase II promoter
ert1,transcription from RNA polymerase II promoter
ert1,signal transduction
ert1,biological_process unknown
ert1,carbon utilization
ert1,positive regulation of gluconeogenesis by positive regulation of transcription from RNA polymerase II promoter
ert1,positive regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source
ert1,negative regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source
yil060w,biological_process unknown
pml39,transport
pml39,mRNA transport
pml39,maintenance of RNA location
pcl7,regulation of cyclin-dependent protein serine/threonine kinase activity
pcl7,carbohydrate metabolic process
pcl7,glycogen metabolic process
pcl7,regulation of glycogen biosynthetic process
pcl7,regulation of glycogen catabolic process
pcl7,cell cycle
pcl7,regulation of protein stability
pcl7,cell division
ypf1,signal peptide processing
ypf1,proteolysis
ypf1,biological_process unknown
ypf1,cellular response to starvation
ypf1,membrane protein proteolysis
ypf1,proteolysis involved in cellular protein catabolic process
ubp11,proteolysis
ubp11,ubiquitin-dependent protein catabolic process
ubp11,biological_process unknown
ubp11,protein deubiquitination
erj5,protein folding
gds1,aerobic respiration
yia6,transport
yia6,mitochondrial pyruvate transport
yia6,NAD transmembrane transport
yia6,transmembrane transport
yia6,pyruvate transmembrane transport
npr3,transport
npr3,pseudohyphal growth
npr3,positive regulation of autophagy
npr3,protein transport
npr3,regulation of TOR signaling
npr3,negative regulation of TOR signaling
npr3,cellular response to amino acid starvation
npr3,TORC1 signaling
npr3,negative regulation of small GTPase mediated signal transduction
npr3,meiotic cell cycle
npr3,positive regulation of cellular response to amino acid starvation
npr3,regulation of autophagosome assembly
imo32,biological_process unknown
yjr142w,biological_process unknown
she4,mating type switching
she4,intracellular mRNA localization
she4,actin cytoskeleton organization
yer158c,biological_process unknown
ddr48,DNA repair
ddr48,response to stress
ddr48,cellular response to oxidative stress
matalpha1,"transcription, DNA-templated"
matalpha1,"regulation of transcription, DNA-templated"
matalpha1,regulation of transcription from RNA polymerase II promoter
matalpha1,mating type determination
matalpha1,"regulation of mating-type specific transcription, DNA-templated"
matalpha1,"positive regulation of mating-type specific transcription, DNA-templated"
gad1,glutamate metabolic process
gad1,glutamate catabolic process
gad1,carboxylic acid metabolic process
gad1,cellular response to oxidative stress
gmc1,transport
gmc1,ion transport
gmc1,iron ion transport
gmc1,iron assimilation by reduction and transport
gmc1,iron ion transmembrane transport
gmc1,meiotic cell cycle
gmc1,iron ion homeostasis
gmc1,oxidation-reduction process
gmc1,synaptonemal complex organization
yck3,protein phosphorylation
yck3,regulation of cell shape
yck3,vesicle-mediated transport
yck3,phosphorylation
yck3,peptidyl-serine phosphorylation
drs1,ribosomal large subunit assembly
drs1,rRNA processing
drs1,RNA secondary structure unwinding
drs1,ribosome biogenesis
add66,proteasome assembly
fet4,low-affinity iron ion transmembrane transport
fet4,transport
fet4,ion transport
fet4,zinc II ion transport
fet4,copper ion import
fet4,intracellular copper ion transport
fet4,copper ion transmembrane transport
fet4,iron ion homeostasis
fet4,transmembrane transport
his1,histidine biosynthetic process
his1,cellular amino acid biosynthetic process
she1,mitotic spindle elongation
she1,cell cycle
she1,chromosome segregation
she1,cell division
she1,negative regulation of microtubule motor activity
ydr391c,biological_process unknown
cet1,7-methylguanosine mRNA capping
cet1,mRNA processing
cet1,positive regulation of transcription elongation from RNA polymerase II promoter
cet1,polynucleotide dephosphorylation
cet1,polynucleotide 5' dephosphorylation
cet1,positive regulation of protein localization to nucleus
gcd1,translation
gcd1,translational initiation
gcd1,regulation of translation
gcd1,regulation of translational initiation
gcd1,positive regulation of GTPase activity
gcd1,negative regulation of cellular response to amino acid starvation
ypr196w,"transcription, DNA-templated"
ypr196w,"regulation of transcription, DNA-templated"
ypr196w,regulation of transcription from RNA polymerase II promoter
ypr196w,transcription from RNA polymerase II promoter
gat3,"transcription, DNA-templated"
gat3,"regulation of transcription, DNA-templated"
gat3,transcription from RNA polymerase II promoter
gat3,cell differentiation
gat3,positive regulation of transcription from RNA polymerase II promoter
yhl049c,biological_process unknown
per33,transport
per33,biological_process unknown
per33,protein transport
per33,cellular protein localization
per33,mRNA transport
per33,nuclear pore complex assembly
per33,endoplasmic reticulum tubular network organization
gip1,ascospore wall assembly
gip1,regulation of phosphoprotein phosphatase activity
rdr1,"transcription, DNA-templated"
rdr1,"regulation of transcription, DNA-templated"
rdr1,regulation of transcription from RNA polymerase II promoter
rdr1,transcription from RNA polymerase II promoter
rdr1,response to xenobiotic stimulus
vtc1,polyphosphate metabolic process
vtc1,polyphosphate biosynthetic process
vtc1,vacuolar transport
vtc1,lysosomal microautophagy
vtc1,"vacuole fusion, non-autophagic"
gnp1,amino acid transmembrane transport
gnp1,transport
gnp1,amino acid transport
gnp1,proline transmembrane transport
gnp1,transmembrane transport
yrf1-6p,telomere maintenance via recombination
yrf1-6p,DNA duplex unwinding
cur1,"transcription, DNA-templated"
cur1,"regulation of transcription, DNA-templated"
cur1,protein folding
cur1,intracellular protein transport
cur1,cellular response to stress
cur1,protein localization to nucleus
cur1,cellular response to heat
bit61,regulation of cell growth
bit61,establishment or maintenance of actin cytoskeleton polarity
bit61,fungal-type cell wall organization
bit61,TOR signaling
bit61,TORC2 signaling
pph3,double-strand break repair via homologous recombination
pph3,protein dephosphorylation
pph3,positive regulation of nitrogen compound metabolic process
pph3,signal transduction involved in meiotic recombination checkpoint
pph3,negative regulation of glucose mediated signaling pathway
pph3,negative regulation of DNA damage checkpoint
pph3,positive regulation of double-strand break repair via nonhomologous end joining
ylr177w,enzyme-directed rRNA pseudouridine synthesis
ylr177w,biological_process unknown
sur7,endocytosis
sur7,sporulation resulting in formation of a cellular spore
sur7,ascospore formation
sur7,cortical actin cytoskeleton organization
sur7,fungal-type cell wall organization
sur7,septin cytoskeleton organization
mrpl9,cytoplasmic translation
mrpl9,translation
mrpl9,mitochondrial translation
iki1,"transcription, DNA-templated"
iki1,"regulation of transcription, DNA-templated"
iki1,tRNA modification
rtt102,nucleosome disassembly
rtt102,chromatin remodeling
rtt102,"transcription, DNA-templated"
rtt102,"regulation of transcription, DNA-templated"
rtt102,transcription elongation from RNA polymerase II promoter
rtt102,chromosome segregation
snu56,"mRNA splicing, via spliceosome"
snu56,mRNA processing
snu56,RNA splicing
rdl2,biological_process unknown
hif1,nucleosome assembly
hif1,chromatin silencing at telomere
hif1,"transcription, DNA-templated"
hif1,"regulation of transcription, DNA-templated"
hif1,covalent chromatin modification
hif1,histone acetylation
nup157,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
nup157,posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery
nup157,RNA export from nucleus
nup157,protein import into nucleus
nup157,transport
nup157,nucleocytoplasmic transport
nup157,mitotic spindle assembly checkpoint
nup157,protein transport
nup157,protein targeting to nuclear inner membrane
nup157,mRNA transport
nup157,nuclear pore complex assembly
thi80,thiamine diphosphate biosynthetic process
thi80,phosphorylation
ybr063c,biological_process unknown
mcd4,GPI anchor biosynthetic process
mcd4,metabolic process
mcd4,ATP transport
mcd4,cell wall organization
pet130,biological_process unknown
sea4,transport
sea4,biological_process unknown
sea4,protein transport
sea4,positive regulation of TORC1 signaling
eug1,protein folding
eug1,response to endoplasmic reticulum stress
eug1,cell redox homeostasis
eug1,oxidation-reduction process
atg16,autophagosome assembly
atg16,mitophagy
atg16,C-terminal protein lipidation
atg16,transport
atg16,autophagy
atg16,protein transport
atg16,macroautophagy
atg16,CVT pathway
atg16,piecemeal microautophagy of nucleus
atg16,late nucleophagy
pcd1,DNA repair
pcd1,biological_process unknown
pcd1,nucleoside diphosphate metabolic process
pcd1,coenzyme A metabolic process
cue1,ubiquitin-dependent ERAD pathway
cue1,regulation of catalytic activity
cue1,establishment of protein localization to endoplasmic reticulum membrane
mrm2,enzyme-directed rRNA 2'-O-methylation
mrm2,RNA methylation
mrm2,rRNA processing
mrm2,rRNA methylation
mrm2,methylation
bmt2,biological_process unknown
bmt2,rRNA methylation
bmt2,methylation
spc25,microtubule nucleation
spc25,cell cycle
spc25,chromosome segregation
spc25,cell division
rlf2,DNA replication-dependent nucleosome assembly
rps21bp,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
rps21bp,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
rps21bp,cytoplasmic translation
rps21bp,rRNA processing
rps21bp,translation
rps21bp,translational elongation
rps21bp,ribosomal small subunit biogenesis
mtq2,regulation of translation
mtq2,peptidyl-glutamine methylation
mtq2,methylation
abf1,negative regulation of transcription from RNA polymerase II promoter
abf1,DNA replication
abf1,DNA-dependent DNA replication
abf1,DNA repair
abf1,chromatin remodeling
abf1,"transcription, DNA-templated"
abf1,"regulation of transcription, DNA-templated"
abf1,transcription from RNA polymerase II promoter
abf1,cellular response to DNA damage stimulus
abf1,chromatin silencing at silent mating-type cassette
abf1,positive regulation of transcription from RNA polymerase II promoter
abf1,global genome nucleotide-excision repair
rad16,"nucleotide-excision repair, DNA damage recognition"
rad16,DNA repair
rad16,cellular response to DNA damage stimulus
rad16,cellular protein localization
rad16,protein ubiquitination involved in ubiquitin-dependent protein catabolic process
vps41,vacuolar protein processing
vps41,transport
vps41,intracellular protein transport
vps41,vacuole organization
vps41,protein transport
vps41,vesicle-mediated transport
vps41,macroautophagy
vps41,CVT pathway
vps41,"regulation of vacuole fusion, non-autophagic"
vps41,piecemeal microautophagy of nucleus
vps41,regulation of SNARE complex assembly
vps41,"vacuole fusion, non-autophagic"
vps41,vesicle tethering
yir014w,biological_process unknown
muk1,Golgi to endosome transport
muk1,biological_process unknown
muk1,late endosome to vacuole transport via multivesicular body sorting pathway
muk1,protein localization to endosome
muk1,positive regulation of GTPase activity
dcr2,protein dephosphorylation
dcr2,cell cycle
dcr2,traversing start control point of mitotic cell cycle
dcr2,endoplasmic reticulum unfolded protein response
dcr2,negative regulation of endoplasmic reticulum unfolded protein response
aft2,"transcription, DNA-templated"
aft2,"regulation of transcription, DNA-templated"
aft2,transcription from RNA polymerase II promoter
aft2,cellular iron ion homeostasis
aft2,cardiolipin metabolic process
aft2,cellular response to oxidative stress
aft2,positive regulation of transcription from RNA polymerase II promoter in response to iron ion starvation
aft2,positive regulation of transcription from RNA polymerase II promoter
aft2,cellular response to selenite ion
aft2,regulation of phosphate transmembrane transport
rpl17ap,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
rpl17ap,cytoplasmic translation
rpl17ap,translation
sui2,formation of translation preinitiation complex
sui2,translation
sui2,translational initiation
ubp9,proteolysis
ubp9,ubiquitin-dependent protein catabolic process
ubp9,protein deubiquitination
aap1,glycogen metabolic process
aap1,proteolysis
aap1,peptide catabolic process
yjl118w,biological_process unknown
mph1,recombinational repair
mph1,DNA repair
mph1,cellular response to DNA damage stimulus
mph1,donor selection
mph1,DNA duplex unwinding
mph1,"DNA replication, Okazaki fragment processing"
mph1,interstrand cross-link repair
mph1,negative regulation of strand invasion
erg26,lipid metabolic process
erg26,steroid biosynthetic process
erg26,ergosterol biosynthetic process
erg26,steroid metabolic process
erg26,sterol biosynthetic process
erg26,oxidation-reduction process
rpo21,"transcription, RNA-templated"
rpo21,"transcription, DNA-templated"
rpo21,transcription from RNA polymerase II promoter
rpo21,translesion synthesis
iwr1,transport
iwr1,nucleocytoplasmic transport
iwr1,protein transport
iwr1,RNA polymerase II complex import to nucleus
iwr1,RNA polymerase III complex localization to nucleus
hel2,protein ubiquitination
hel2,histone ubiquitination
hel2,histone catabolic process
hos2,chromatin organization
hos2,"transcription, DNA-templated"
hos2,"regulation of transcription, DNA-templated"
hos2,covalent chromatin modification
hos2,histone deacetylation
hos2,positive regulation of stress-activated MAPK cascade
hos2,negative regulation of meiotic nuclear division
hos2,histone H3 deacetylation
hos2,histone H4 deacetylation
ykl091c,biological_process unknown
idh1,tricarboxylic acid cycle
idh1,isocitrate metabolic process
idh1,glutamate biosynthetic process
idh1,metabolic process
idh1,oxidation-reduction process
ies1,"transcription, DNA-templated"
ies1,"regulation of transcription, DNA-templated"
ies1,nucleosome mobilization
ypl107w,biological_process unknown
pfk26,fructose metabolic process
pfk26,"fructose 2,6-bisphosphate metabolic process"
pfk26,phosphorylation
pfk26,carbohydrate phosphorylation
yor029w,biological_process unknown
pdc6,aromatic amino acid family catabolic process to alcohol via Ehrlich pathway
pdc6,amino acid catabolic process via Ehrlich pathway
pdc6,ethanol metabolic process
pdc6,pyruvate metabolic process
pdc6,L-phenylalanine catabolic process
pdc6,tryptophan catabolic process
pdc6,branched-chain amino acid catabolic process
myo2,mitochondrion inheritance
myo2,vacuole inheritance
myo2,establishment of mitotic spindle orientation
myo2,transport
myo2,vesicle docking involved in exocytosis
myo2,cell cycle
myo2,membrane addition at site of cytokinesis
myo2,budding cell apical bud growth
myo2,unidimensional cell growth
myo2,protein transport
myo2,vesicle-mediated transport
myo2,vesicle transport along actin filament
myo2,peroxisome inheritance
myo2,Golgi inheritance
myo2,cell division
ydl114w,biological_process unknown
ydl114w,metabolic process
