proteinname,go_IC
rim2,membrane
rim2,integral component of membrane
rsb1,fungal-type vacuole
rsb1,endoplasmic reticulum
rsb1,plasma membrane
rsb1,membrane
rsb1,integral component of membrane
rsb1,cell periphery
ptc4,cytoplasm
kha1,mitochondrion
kha1,endoplasmic reticulum
kha1,Golgi apparatus
kha1,membrane
kha1,integral component of membrane
smd1,commitment complex
smd1,nucleus
smd1,U5 snRNP
smd1,U1 snRNP
smd1,U2 snRNP
smd1,U4 snRNP
smd1,U12-type spliceosomal complex
smd1,cytosol
smd1,intracellular ribonucleoprotein complex
smd1,pICln-Sm protein complex
smd1,SMN-Sm protein complex
smd1,U4/U6 x U5 tri-snRNP complex
smd1,U2-type prespliceosome
smd1,precatalytic spliceosome
smd1,catalytic step 2 spliceosome
bni5,cellular bud neck septin ring
bni5,cytoplasm
bni5,cellular bud
bni5,cellular bud neck
csm2,nucleus
csm2,cytoplasm
csm2,site of double-strand break
csm2,Shu complex
seo1,membrane
seo1,integral component of membrane
seo1,cell periphery
ncw2,fungal-type vacuole
ncw2,plasma membrane
ncw2,cellular bud neck
ncw2,fungal-type cell wall
ncw2,membrane
ncw2,anchored component of membrane
ncw2,anchored component of plasma membrane
pan6,nucleus
pan6,cytoplasm
pan6,cytosol
put3,nucleus
bir1,condensed nuclear chromosome kinetochore
bir1,intracellular
bir1,nucleus
bir1,cytoplasm
bir1,mitochondrion
bir1,spindle
bir1,microtubule
bir1,spindle microtubule
bir1,chromosome passenger complex
bir1,spindle midzone
gde1,cytoplasm
gde1,ribosome
ecm25,intracellular
ecm25,cytoplasm
nfu1,cytoplasm
nfu1,mitochondrion
nfu1,mitochondrial matrix
rck1,cellular_component unknown
rck1,intracellular
yef3,cytoplasm
yef3,ribosome
yef3,cytoplasmic stress granule
yef3,cytosolic ribosome
tpk2,nuclear chromatin
tpk2,nucleus
tpk2,cytosol
tpk2,cAMP-dependent protein kinase complex
dsc2,endoplasmic reticulum
dsc2,membrane
dsc2,integral component of membrane
dsc2,Dsc E3 ubiquitin ligase complex
hol1,fungal-type vacuole
hol1,mitochondrion
hol1,plasma membrane
hol1,membrane
hol1,integral component of membrane
hol1,cell periphery
nel1,cellular_component unknown
nel1,cytosol
nel1,COPII vesicle coat
rpn10,proteasome complex
rpn10,nucleus
rpn10,cytosol
rpn10,"proteasome regulatory particle, base subcomplex"
atc1,nucleus
atc1,cytoplasm
van1,"alpha-1,6-mannosyltransferase complex"
van1,Golgi membrane
van1,endoplasmic reticulum
van1,endoplasmic reticulum membrane
van1,Golgi apparatus
van1,membrane
van1,integral component of membrane
pop1,ribonuclease MRP complex
pop1,nucleus
pop1,nucleolar ribonuclease P complex
pop1,telomerase holoenzyme complex
pop1,cytoplasm
ynl108c,nucleus
ynl108c,cytoplasm
thi20,cytosol
hxk1,cytoplasm
hxk1,mitochondrion
hxk1,cytosol
vmr1,fungal-type vacuole membrane
vmr1,mitochondrion
vmr1,vacuole
vmr1,vacuolar membrane
vmr1,ribosome
vmr1,membrane
vmr1,integral component of membrane
sgd1,nucleus
sgd1,nucleolus
sgd1,FAL1-SGD1 complex
nic96,nucleus
nic96,nuclear pore
nic96,membrane
nic96,integral component of membrane
nic96,nuclear membrane
nic96,nuclear pore linkers
nic96,nuclear pore nuclear basket
ame1,"chromosome, centromeric region"
ame1,kinetochore
ame1,condensed chromosome kinetochore
ame1,COMA complex
ame1,nucleus
ame1,chromosome
ame1,cytoplasm
ame1,spindle pole body
nnf2,endoplasmic reticulum
nnf2,endoplasmic reticulum membrane
nnf2,membrane
nnf2,integral component of membrane
mtl1,integral component of plasma membrane
mtl1,membrane
mtl1,integral component of membrane
vel1,cytoplasm
vel1,endoplasmic reticulum
vel1,cytosol
vel1,cell periphery
mum2,nucleus
mum2,nucleolus
mum2,cytoplasm
mum2,MIS complex
gep4,mitochondrion
gep4,mitochondrial inner membrane
gep4,mitochondrial matrix
gep4,membrane
kar9,condensed nuclear chromosome kinetochore
kar9,hyphal tip
kar9,nucleus
kar9,cytoplasm
kar9,spindle pole body
kar9,cytoskeleton
kar9,microtubule
kar9,cytoplasmic microtubule
kar9,cellular bud tip
kar9,cellular bud neck
kar9,cell cortex
kar9,mating projection tip
kar9,mitotic spindle
yer186c,cellular_component unknown
chd1,SAGA complex
chd1,nuclear chromatin
chd1,nucleus
chd1,mitochondrion
chd1,nucleolar chromatin
chd1,SLIK (SAGA-like) complex
rps26bp,intracellular
rps26bp,cytoplasm
rps26bp,ribosome
rps26bp,cytosolic small ribosomal subunit
rps26bp,intracellular ribonucleoprotein complex
fyv5,extracellular region
fyv5,cell wall
fyv5,cytosol
fyv5,plasma membrane
fyv5,membrane
fyv5,integral component of membrane
sec9,cytosol
sec9,cellular bud neck
sec9,extrinsic component of plasma membrane
sec9,SNARE complex
sld3,"chromosome, centromeric region"
sld3,nuclear chromatin
sld3,nucleus
sld3,DNA replication preinitiation complex
arc1,cytoplasm
arc1,cytoplasmic stress granule
arc1,aminoacyl-tRNA synthetase multienzyme complex
arc1,methionyl glutamyl tRNA synthetase complex
ldb16,mitochondrion
ldb16,lipid particle
ldb16,membrane
ldb16,integral component of membrane
ldb16,integral component of endoplasmic reticulum membrane
mms21,nucleus
mms21,nuclear envelope
mms21,cytoplasm
mms21,Smc5-Smc6 complex
fre1,plasma membrane
fre1,membrane
fre1,integral component of membrane
pzf1,intracellular
pzf1,nucleus
xks1,cytoplasm
vps60,fungal-type vacuole membrane
vps60,cytoplasm
vps60,endosome
vps60,vacuole
vps60,vacuolar membrane
vps60,endosome membrane
vps60,membrane
ede1,cytoplasm
ede1,cellular bud tip
ede1,cellular bud neck
ede1,actin cortical patch
ede1,mating projection tip
pom33,nucleus
pom33,nuclear pore
pom33,endoplasmic reticulum
pom33,endoplasmic reticulum membrane
pom33,ribosome
pom33,membrane
pom33,integral component of membrane
sfg1,nucleus
sfg1,cytoplasm
hof1,cellular bud neck contractile ring
hof1,cellular bud neck septin ring
hof1,cytoplasm
hof1,cytoskeleton
hof1,cellular bud neck
hof1,HICS complex
ina17,mitochondrion
ina17,mitochondrial inner membrane
ina17,membrane
ina17,integral component of membrane
ina17,intrinsic component of mitochondrial inner membrane
ina17,mitochondrial membrane
ina17,INA complex
ydl129w,nucleus
ydl129w,cytoplasm
trp5,nucleus
trp5,cytoplasm
spc19,"chromosome, centromeric region"
spc19,kinetochore
spc19,condensed chromosome kinetochore
spc19,condensed nuclear chromosome kinetochore
spc19,nucleus
spc19,chromosome
spc19,cytoplasm
spc19,spindle pole body
spc19,spindle
spc19,cytoskeleton
spc19,microtubule
spc19,spindle microtubule
spc19,DASH complex
chl4,"chromosome, centromeric region"
chl4,kinetochore
chl4,condensed chromosome kinetochore
chl4,condensed nuclear chromosome outer kinetochore
chl4,nucleus
chl4,chromosome
lap2,nucleus
lap2,cytoplasm
lap2,plasma membrane
ynl010w,nucleus
ynl010w,cytoplasm
vth2,fungal-type vacuole
vth2,Golgi apparatus
vth2,membrane
vth2,integral component of membrane
rps0ap,intracellular
rps0ap,cytoplasm
rps0ap,ribosome
rps0ap,cytoplasmic stress granule
rps0ap,small ribosomal subunit
rps0ap,cytosolic small ribosomal subunit
rps0ap,intracellular ribonucleoprotein complex
rps0ap,90S preribosome
say1,endoplasmic reticulum
say1,endoplasmic reticulum lumen
say1,endoplasmic reticulum membrane
say1,lipid particle
say1,membrane
say1,integral component of membrane
say1,cell periphery
pdh1,cytoplasm
pdh1,mitochondrion
pdh1,mitochondrial outer membrane
trx3,mitochondrion
zim17,mitochondrion
zim17,mitochondrial inner membrane
zim17,mitochondrial matrix
zim17,membrane
dbf4,"chromosome, centromeric region"
dbf4,nucleus
dbf4,cytoplasm
dbf4,Dbf4-dependent protein kinase complex
mga1,nucleus
vps4,nucleus
vps4,cytoplasm
vps4,endosome
vps4,endoplasmic reticulum
vps4,endosome membrane
vps4,membrane
gpm2,cytoplasm
gpm2,cytosol
bet4,cytosol
bet4,Rab-protein geranylgeranyltransferase complex
yel073c,cellular_component unknown
dph6,cytoplasm
ogg1,nucleus
ogg1,mitochondrion
ogg1,CBF3 complex
amd1,cytoplasm
bst1,endoplasmic reticulum
bst1,endoplasmic reticulum membrane
bst1,membrane
bst1,integral component of membrane
bst1,intrinsic component of endoplasmic reticulum membrane
znf1,cellular_component unknown
znf1,nucleus
ubp2,nucleus
ubp2,cytoplasm
mrt4,intracellular
mrt4,nucleus
mrt4,nucleoplasm
mrt4,nucleolus
mrt4,cytoplasm
mrt4,cytosolic large ribosomal subunit
mrt4,"preribosome, large subunit precursor"
nit2,cellular_component unknown
hsp150,extracellular region
hsp150,cell wall
hsp150,cellular bud scar
hsp150,cytosol
hsp150,fungal-type cell wall
pan5,cytoplasm
pan5,mitochondrion
srl4,cellular_component unknown
srl4,mitochondrion
rpc34,nucleus
rpc34,DNA-directed RNA polymerase III complex
rpc34,cytoplasm
rpc34,mitochondrion
pbn1,endoplasmic reticulum
pbn1,endoplasmic reticulum membrane
pbn1,membrane
pbn1,integral component of membrane
pbn1,glycosylphosphatidylinositol-mannosyltransferase I complex
arh1,mitochondrion
arh1,mitochondrial inner membrane
arh1,mitochondrial matrix
mst1,cytoplasm
mst1,mitochondrion
mst1,mitochondrial matrix
pes4,cellular_component unknown
pes4,nucleus
far11,Golgi trans cisterna
far11,cellular_component unknown
far11,endoplasmic reticulum
far11,cytosol
cox6,mitochondrion
cox6,mitochondrial inner membrane
cox6,mitochondrial respiratory chain complex IV
cox6,membrane
cox6,integral component of membrane
gef1,Golgi membrane
gef1,fungal-type vacuole
gef1,endosome
gef1,vacuole
gef1,vacuolar membrane
gef1,endoplasmic reticulum
gef1,endoplasmic reticulum membrane
gef1,Golgi apparatus
gef1,Golgi medial cisterna
gef1,plasma membrane
gef1,endosome membrane
gef1,membrane
gef1,integral component of membrane
gef1,late endosome membrane
gef1,chloride channel complex
clb2,nucleus
clb2,cytoplasm
clb2,spindle pole body
clb2,spindle
clb2,cellular bud neck
set3,Set3 complex
set3,Rpd3L-Expanded complex
yjr015w,cytoplasm
yjr015w,endoplasmic reticulum
yjr015w,endoplasmic reticulum membrane
yjr015w,membrane
yjr015w,integral component of membrane
dld1,mitochondrion
dld1,mitochondrial inner membrane
dld1,membrane
aac1,mitochondrion
aac1,mitochondrial inner membrane
aac1,membrane
aac1,integral component of membrane
pam16,presequence translocase-associated import motor
pam16,mitochondrion
pam16,mitochondrial inner membrane
pam16,mitochondrial inner membrane presequence translocase complex
pam16,membrane
qri1,nucleus
qri1,cytoplasm
qri1,cytosol
dss1,nuclear exosome (RNase complex)
dss1,P-body
dss1,mitochondrion
dss1,mitochondrial matrix
dss1,mitochondrial degradosome
ybr220c,endoplasmic reticulum membrane
ybr220c,integral component of plasma membrane
ybr220c,membrane
ybr220c,integral component of membrane
nup159,nucleus
nup159,nuclear pore
nup159,membrane
nup159,integral component of membrane
nup159,nuclear membrane
nup159,nuclear pore central transport channel
nup159,nuclear pore cytoplasmic filaments
rpl5,intracellular
rpl5,nucleus
rpl5,cytoplasm
rpl5,ribosome
rpl5,cytosolic large ribosomal subunit
rpl5,intracellular ribonucleoprotein complex
izh4,fungal-type vacuole
izh4,nucleus
izh4,cytoplasm
izh4,endoplasmic reticulum
izh4,endoplasmic reticulum membrane
izh4,membrane
izh4,integral component of membrane
arg3,cytoplasm
arg3,mitochondrion
arg3,cytosol
kel1,prospore membrane
kel1,cytoplasm
kel1,cellular bud tip
kel1,cellular bud neck
kel1,cell cortex
kel1,mating projection tip
kel1,Kelch-containing formin regulatory complex
cys4,cytoplasm
cys4,mitochondrion
cys4,cytoplasmic stress granule
ymr31,mitochondrion
ymr31,mitochondrial ribosome
ymr31,mitochondrial small ribosomal subunit
ymr31,ribosome
ymr31,mitochondrial oxoglutarate dehydrogenase complex
ymr31,intracellular ribonucleoprotein complex
ybl028c,nucleus
ybl028c,nucleolus
ybl028c,ribosome
ybl028c,"preribosome, large subunit precursor"
ade4,cytoplasm
mif2,"chromosome, centromeric region"
mif2,kinetochore
mif2,"condensed nuclear chromosome, centromeric region"
mif2,nuclear MIS12/MIND complex
mif2,condensed nuclear chromosome inner kinetochore
mif2,nucleus
mif2,chromosome
tsr3,nucleus
tsr3,cytoplasm
ysh1,nucleus
ysh1,mRNA cleavage and polyadenylation specificity factor complex
ysh1,mRNA cleavage factor complex
cin5,nucleus
cin5,cytoplasm
rfc4,nucleus
rfc4,DNA replication factor C complex
rfc4,cytosol
rfc4,Rad17 RFC-like complex
rfc4,Ctf18 RFC-like complex
rfc4,Elg1 RFC-like complex
arg4,cytosol
vps8,late endosome
vps8,Golgi apparatus
vps8,Golgi stack
vps8,membrane
vps8,HOPS complex
vps8,CORVET complex
ade8,nucleus
ade8,cytoplasm
nvj1,nucleus
nvj1,nuclear envelope
nvj1,nuclear outer membrane
nvj1,membrane
nvj1,integral component of membrane
nvj1,nuclear periphery
pro1,cytoplasm
aah1,nucleus
aah1,cytoplasm
aah1,cytosol
pxl1,incipient cellular bud site
pxl1,cytoplasm
pxl1,cellular bud
pxl1,cellular bud tip
pxl1,cellular bud neck
pxl1,site of polarized growth
pxl1,mating projection tip
sps1,prospore membrane
sps1,nucleus
sps1,cytoplasm
erg8,nucleus
erg8,cytoplasm
snu66,nucleus
snu66,spliceosomal complex
snu66,intracellular ribonucleoprotein complex
snu66,U4/U6 x U5 tri-snRNP complex
ylr302c,cellular_component unknown
ylr302c,membrane
ylr302c,integral component of membrane
yor268c,cellular_component unknown
yor268c,membrane
yor268c,integral component of membrane
rpl1ap,intracellular
rpl1ap,cytoplasm
rpl1ap,ribosome
rpl1ap,large ribosomal subunit
rpl1ap,cytosolic large ribosomal subunit
rpl1ap,intracellular ribonucleoprotein complex
ygr017w,nucleus
ygr017w,cytoplasm
mix14,nucleus
mix14,cytoplasm
mix14,mitochondrion
mix14,mitochondrial intermembrane space
sas5,"nuclear chromosome, telomeric region"
sas5,nuclear chromatin
sas5,nucleus
sas5,SAS acetyltransferase complex
sdt1,cellular_component unknown
rpb11,nucleus
rpb11,"DNA-directed RNA polymerase II, core complex"
lyp1,mitochondrion
lyp1,vacuole
lyp1,plasma membrane
lyp1,integral component of plasma membrane
lyp1,membrane
lyp1,integral component of membrane
rml2,intracellular
rml2,mitochondrion
rml2,mitochondrial large ribosomal subunit
rml2,ribosome
rml2,large ribosomal subunit
rml2,intracellular ribonucleoprotein complex
vam10,fungal-type vacuole membrane
vam10,vacuole
vam10,vacuolar membrane
vam10,membrane
ygr039w,cellular_component unknown
yrf1-8p,cellular_component unknown
doa1,nucleus
doa1,cytoplasm
cox15,mitochondrion
cox15,mitochondrial inner membrane
cox15,membrane
cox15,integral component of membrane
usa1,Hrd1p ubiquitin ligase ERAD-L complex
usa1,endoplasmic reticulum
usa1,endoplasmic reticulum membrane
usa1,membrane
usa1,integral component of membrane
cha1,mitochondrion
cha1,mitochondrial nucleoid
fmp45,mitochondrion
fmp45,plasma membrane
fmp45,cell cortex
fmp45,membrane
fmp45,integral component of membrane
fmp45,membrane raft
fmp45,cell periphery
are1,endoplasmic reticulum
are1,endoplasmic reticulum membrane
are1,membrane
are1,integral component of membrane
snt1,nucleus
snt1,cytosol
snt1,Set3 complex
snt1,Rpd3L-Expanded complex
spo71,ascospore wall
spo71,prospore membrane
spo71,plasma membrane
ydr222w,nuclear nucleosome
ydr222w,nucleus
ydr222w,cytoplasm
ylr042c,fungal-type vacuole
ylr042c,extracellular region
ylr042c,cell wall
ylr042c,fungal-type cell wall
ylr042c,membrane
ylr042c,anchored component of membrane
ylr042c,cell periphery
yps6,plasma membrane
yps6,fungal-type cell wall
yps6,membrane
yps6,anchored component of membrane
sps19,peroxisome
sps19,peroxisomal matrix
ybr032w,cellular_component unknown
tif1,cytoplasm
tif1,ribosome
tif1,cytoplasmic stress granule
tif1,eukaryotic translation initiation factor 4F complex
mnn5,Golgi apparatus
pro3,cytoplasm
hpt1,nucleus
hpt1,cytoplasm
hpt1,cytosol
ppz1,nucleus
ppz1,cytoplasm
ppz1,extrinsic component of plasma membrane
sld7,"chromosome, centromeric region"
sld7,spindle pole
sld7,nucleus
sld7,nuclear envelope
sld7,cytoplasm
sld7,endoplasmic reticulum
sld7,spindle pole body
sld7,cytoskeleton
sld7,DNA replication preinitiation complex
fdh1,cytoplasm
fdh1,cytosol
cki1,cytoplasm
cdc7,"chromosome, centromeric region"
cdc7,nucleus
cdc7,cytoplasm
cdc7,Dbf4-dependent protein kinase complex
cos12,fungal-type vacuole
cos12,endosome
cos12,membrane
cos12,integral component of membrane
bgl2,fungal-type vacuole
bgl2,extracellular region
bgl2,cell wall
bgl2,fungal-type cell wall
bgl2,cell surface
cyr1,mitochondrion
cyr1,endoplasmic reticulum membrane
cyr1,cytosol
cyr1,plasma membrane
ydr248c,fungal-type vacuole
ydr248c,cytoplasm
cpr6,cytoplasm
mrpl11,intracellular
mrpl11,mitochondrion
mrpl11,mitochondrial large ribosomal subunit
mrpl11,ribosome
mrpl11,intracellular ribonucleoprotein complex
yml083c,cellular_component unknown
spo20,prospore membrane
spo20,nucleus
spo20,plasma membrane
spo20,membrane
spo20,SNARE complex
trp2,cytoplasm
trp2,anthranilate synthase complex
mtr4,nucleus
mtr4,nucleolus
mtr4,TRAMP complex
ylr159w,cellular_component unknown
cto1,cellular_component unknown
sac3,nucleus
sac3,nuclear envelope
sac3,nuclear pore
sac3,transcription export complex 2
ygl185c,cytoplasm
sey1,cytoplasm
sey1,endoplasmic reticulum
sey1,endoplasmic reticulum membrane
sey1,cellular bud
sey1,membrane
sey1,integral component of membrane
sey1,cortical endoplasmic reticulum
sey1,cell periphery
cog4,Golgi membrane
cog4,endoplasmic reticulum
cog4,endoplasmic reticulum membrane
cog4,Golgi apparatus
cog4,cytosol
cog4,membrane
cog4,Golgi transport complex
ort1,mitochondrion
ort1,mitochondrial envelope
ort1,mitochondrial inner membrane
ort1,membrane
ort1,integral component of membrane
sen54,tRNA-intron endonuclease complex
sen54,nucleus
sen54,mitochondrion
sen54,mitochondrial outer membrane
sen54,endomembrane system
sen54,membrane
utp10,nucleus
utp10,nucleolus
utp10,mitochondrion
utp10,integral component of membrane
utp10,intracellular ribonucleoprotein complex
utp10,90S preribosome
utp10,"preribosome, small subunit precursor"
utp10,small-subunit processome
utp10,rDNA heterochromatin
utp10,t-UTP complex
cnl1,cytoplasm
cnl1,BLOC-1 complex
rec107,condensed nuclear chromosome
rec107,nucleus
rec107,chromosome
ssq1,mitochondrion
ssq1,mitochondrial matrix
aim44,cellular bud tip
aim44,cellular bud neck
psd2,Golgi membrane
psd2,endosome
psd2,vacuole
psd2,Golgi apparatus
psd2,Golgi stack
psd2,endosome membrane
psd2,membrane
spt20,SAGA complex
spt20,nucleus
spt20,SLIK (SAGA-like) complex
efm3,cytoplasm
dib1,nucleus
dib1,spliceosomal complex
dib1,U5 snRNP
dib1,U4/U6 x U5 tri-snRNP complex
phm6,fungal-type vacuole
phm6,vacuole
phm6,vacuolar membrane
phm6,membrane
phm6,integral component of membrane
kex1,fungal-type vacuole
kex1,Golgi apparatus
kex1,trans-Golgi network
kex1,membrane
kex1,integral component of membrane
vma2,"vacuolar proton-transporting V-type ATPase, V1 domain"
vma2,fungal-type vacuole membrane
vma2,cytoplasm
vma2,cytoplasmic stress granule
vma2,integral component of membrane
vma2,"proton-transporting two-sector ATPase complex, catalytic domain"
vma2,"proton-transporting V-type ATPase, V1 domain"
vma2,vacuole-mitochondrion membrane contact site
std1,nucleus
std1,plasma membrane
std1,membrane
leu1,cytosol
leu1,3-isopropylmalate dehydratase complex
leu1,cytoplasmic stress granule
ypr1,nucleus
ypr1,cytoplasm
asg1,nucleus
dyn3,cytoplasm
dyn3,cytoskeleton
dyn3,cytoplasmic dynein complex
dyn3,microtubule
dyn3,cytoplasmic microtubule
dyn3,dynein complex
dad1,"chromosome, centromeric region"
dad1,kinetochore
dad1,condensed chromosome kinetochore
dad1,condensed nuclear chromosome kinetochore
dad1,nucleus
dad1,chromosome
dad1,cytoplasm
dad1,spindle
dad1,cytoskeleton
dad1,microtubule
dad1,spindle microtubule
dad1,DASH complex
dad1,mitotic spindle pole body
dad1,mitotic spindle
slu7,nucleus
slu7,spliceosomal complex
slu7,U2-type post-spliceosomal complex
ara1,cytoplasm
ara1,cytosol
erg20,cytoplasm
erg20,endoplasmic reticulum
top3,nucleus
top3,chromosome
top3,cytosol
top3,RecQ helicase-Topo III complex
spc42,nucleus
spc42,cytoplasm
spc42,spindle pole body
spc42,intermediate layer of spindle pole body
spc42,central plaque of spindle pole body
spc42,cytoskeleton
sun4,extracellular region
sun4,cell wall
sun4,mitochondrial matrix
sun4,fungal-type cell wall
sun4,cell surface
pex25,peroxisome
pex25,peroxisomal membrane
pex25,integral component of peroxisomal membrane
pex25,membrane
pex25,integral component of membrane
pex25,peroxisomal importomer complex
bio4,cytoplasm
bio4,cytosol
yap7,nucleus
arc19,cytoplasm
arc19,cytoskeleton
arc19,Arp2/3 protein complex
arc19,actin cytoskeleton
arc19,actin cortical patch
snd1,cytoplasm
snd1,ribosome
snl1,nucleus
snl1,nuclear envelope
snl1,mitochondrion
snl1,endoplasmic reticulum
snl1,endoplasmic reticulum membrane
snl1,membrane
snl1,integral component of membrane
snl1,cytosolic ribosome
snl1,nuclear membrane
nab6,P-body
nab6,Prp19 complex
nab6,cytoplasm
nab6,cytoplasmic stress granule
nab6,U2-type catalytic step 1 spliceosome
nab6,U2-type catalytic step 2 spliceosome
skn7,nucleus
skn7,cytosol
smf1,fungal-type vacuole
smf1,plasma membrane
smf1,membrane
smf1,integral component of membrane
aim39,cellular_component unknown
aim39,mitochondrion
aim39,cytosol
aim39,membrane
aim39,integral component of membrane
aim39,mitochondrial membrane
irc7,cellular_component unknown
irc7,cytoplasm
ura8,fungal-type vacuole
ura8,cytoplasm
ura8,cytosol
ura8,cytoophidium
ssm4,Doa10p ubiquitin ligase complex
ssm4,nucleus
ssm4,nuclear envelope
ssm4,nuclear inner membrane
ssm4,endoplasmic reticulum
ssm4,endoplasmic reticulum membrane
ssm4,membrane
ssm4,integral component of membrane
ssm4,integral component of endoplasmic reticulum membrane
atg4,nucleus
atg4,cytoplasm
atg4,cytosol
gas2,fungal-type vacuole
gas2,cytoplasm
gas2,plasma membrane
gas2,fungal-type cell wall
gas2,membrane
gas2,integral component of membrane
gas2,anchored component of membrane
gas2,anchored component of external side of plasma membrane
sfm1,cellular_component unknown
sfm1,cytoplasm
glc7,protein phosphatase type 1 complex
glc7,condensed nuclear chromosome kinetochore
glc7,mating projection base
glc7,nucleus
glc7,nucleolus
glc7,cytoplasm
glc7,spindle pole body
glc7,mRNA cleavage and polyadenylation specificity factor complex
glc7,cellular bud neck
glc7,cell division site
rad4,nucleotide-excision repair factor 2 complex
rad4,nucleus
rad4,cytoplasm
rad4,cytosol
rad4,XPC complex
ufd2,ubiquitin ligase complex
ufd2,nucleus
ufd2,cytoplasm
kic1,incipient cellular bud site
kic1,cytoplasm
kic1,cellular bud
kic1,mating projection tip
zrc1,fungal-type vacuole
zrc1,fungal-type vacuole membrane
zrc1,mitochondrion
zrc1,membrane
zrc1,integral component of membrane
zrc1,mitochondrial membrane
nsa1,nucleus
nsa1,nucleolus
nsa1,"preribosome, large subunit precursor"
sps100,ascospore wall
sps100,nucleus
mlc2,cellular bud neck contractile ring
mlc2,cellular bud neck
mlc2,myosin complex
mlc2,myosin II complex
ald4,mitochondrion
ald4,mitochondrial matrix
ald4,mitochondrial nucleoid
pau17,fungal-type vacuole
pau17,cellular_component unknown
pau17,fungal-type cell wall
ylr281c,mitochondrion
ylr281c,mitochondrial large ribosomal subunit
fyv8,nucleus
fyv8,cytoplasm
moh1,cellular_component unknown
tof2,nucleus
tof2,nucleolus
tof2,mitochondrion
srb8,nucleus
srb8,mediator complex
rch1,membrane
rch1,integral component of membrane
rch1,cell periphery
arp6,Swr1 complex
arp6,nucleus
arp6,cytoplasm
arp6,nuclear periphery
cad1,nucleus
cad1,cytoplasm
apl6,Golgi apparatus
apl6,cytosol
apl6,membrane
apl6,membrane coat
apl6,AP-3 adaptor complex
apl6,clathrin-coated vesicle membrane
apl6,cytoplasmic vesicle
syc1,nucleus
syc1,mRNA cleavage and polyadenylation specificity factor complex
aim45,mitochondrion
aim45,mitochondrial matrix
rnr4,nucleus
rnr4,cytoplasm
rnr4,ribonucleoside-diphosphate reductase complex
slm2,plasma membrane
slm2,membrane
slm2,TORC2 complex
slm2,cell periphery
asc1,cytoplasm
asc1,cytosolic small ribosomal subunit
rpl30,intracellular
rpl30,cytoplasm
rpl30,ribosome
rpl30,cytosolic large ribosomal subunit
rpl30,intracellular ribonucleoprotein complex
mps3,"nuclear chromosome, telomeric region"
mps3,nucleus
mps3,nuclear envelope
mps3,cytoplasm
mps3,spindle pole body
mps3,half bridge of spindle pole body
mps3,cytoskeleton
mps3,membrane
mps3,integral component of membrane
mps3,nuclear membrane
mps3,nuclear periphery
mps3,LINC complex
rps19bp,intracellular
rps19bp,cytoplasm
rps19bp,ribosome
rps19bp,cytosolic small ribosomal subunit
rps19bp,intracellular ribonucleoprotein complex
cta1,mitochondrial matrix
cta1,peroxisome
cta1,peroxisomal matrix
hca4,nucleus
hca4,nucleolus
hca4,small-subunit processome
rps30bp,intracellular
rps30bp,cytoplasm
rps30bp,ribosome
rps30bp,cytosolic small ribosomal subunit
rps30bp,intracellular ribonucleoprotein complex
ade6,cytoplasm
tpi1,cytoplasm
tpi1,mitochondrion
tpi1,cytosol
tpi1,plasma membrane
pdr5,mitochondrion
pdr5,plasma membrane
pdr5,membrane
pdr5,integral component of membrane
pdr5,cell periphery
rmp1,ribonuclease MRP complex
rmp1,nucleus
rmp1,nucleolus
rmp1,cytoplasm
rmp1,membrane
rmp1,integral component of membrane
ccw12,fungal-type vacuole
ccw12,extracellular region
ccw12,cell wall
ccw12,cellular bud tip
ccw12,fungal-type cell wall
ccw12,membrane
ccw12,anchored component of membrane
ccw12,mating projection tip
ccw12,cell periphery
sdd4,intracellular
sdd4,nucleus
sdd4,cytoplasm
cin2,cellular_component unknown
cin2,cytoplasm
cin2,cytoskeleton
cin2,microtubule
dld3,cytoplasm
dld3,mitochondrion
mft1,THO complex part of transcription export complex
mft1,nucleoplasmic THO complex
mft1,"chromosome, telomeric region"
mft1,nucleus
alr2,plasma membrane
alr2,membrane
alr2,integral component of membrane
alr2,cell periphery
rox3,nucleus
rox3,mediator complex
rox3,core mediator complex
pho88,mitochondrion
pho88,endoplasmic reticulum
pho88,plasma membrane
pho88,membrane
pho88,integral component of membrane
bni1,incipient cellular bud site
bni1,polarisome
bni1,prospore membrane
bni1,cytoplasm
bni1,cytoskeleton
bni1,actin filament
bni1,plasma membrane
bni1,cellular bud tip
bni1,cellular bud neck
bni1,membrane
bni1,cell division site
bni1,ruffle membrane
bni1,cell projection
bni1,mating projection tip
nis1,nucleus
nis1,cytoplasm
nis1,cellular bud neck
nis1,cell cortex
lsm1,P-body
lsm1,nucleus
lsm1,cytoplasm
lsm1,mRNA cap binding complex
lsm1,intracellular ribonucleoprotein complex
lsm1,Lsm1-7-Pat1 complex
nat3,cytoplasm
nat3,NatB complex
pho85,cyclin-dependent protein kinase holoenzyme complex
pho85,nucleus
pho85,cytoplasm
pho85,Pho85-Pho80 CDK-cyclin complex
ltv1,nucleus
ltv1,cytoplasm
ltv1,"preribosome, small subunit precursor"
ltv1,late endosome membrane
ltv1,EGO complex
tsa2,cytoplasm
gic1,incipient cellular bud site
gic1,nucleus
gic1,cytoplasm
gic1,cytoskeleton
gic1,cellular bud tip
gic1,cellular bud neck
gic1,cell cortex
gic1,actin cap
gic1,mating projection tip
esbp6,mitochondrion
esbp6,endoplasmic reticulum
esbp6,endoplasmic reticulum membrane
esbp6,membrane
