proteinname,go_IC
cdc1,metal ion binding
rfc3,nucleotide binding
rfc3,DNA binding
rfc3,DNA clamp loader activity
rfc3,ATP binding
rfc3,ATPase activity
rfc3,nucleoside-triphosphatase activity
ybl010c,molecular_function unknown
ybl010c,DNA binding
ccr4,3'-5'-exoribonuclease activity
ccr4,RNA binding
ccr4,nuclease activity
ccr4,exonuclease activity
ccr4,poly(A)-specific ribonuclease activity
ccr4,hydrolase activity
ccr4,metal ion binding
rub1,protein tag
pps1,phosphoprotein phosphatase activity
pps1,protein tyrosine phosphatase activity
pps1,protein tyrosine/serine/threonine phosphatase activity
pps1,hydrolase activity
pps1,phosphatase activity
pps1,MAP kinase tyrosine/serine/threonine phosphatase activity
mdh2,nucleotide binding
mdh2,catalytic activity
mdh2,oxidoreductase activity
mdh2,malate dehydrogenase activity
mdh2,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
mdh2,L-malate dehydrogenase activity
cot1,zinc ion transmembrane transporter activity
cot1,cation transmembrane transporter activity
cot1,cobalt ion transmembrane transporter activity
cot1,inorganic cation transmembrane transporter activity
jjj1,ATPase activator activity
jjj1,zinc ion binding
jjj1,metal ion binding
taf5,"transcription factor activity, RNA polymerase II core promoter sequence-specific binding involved in preinitiation complex assembly"
taf5,chromatin binding
taf5,protein complex scaffold
taf5,ubiquitin binding
ugo1,molecular_function unknown
tfc1,RNA polymerase III type 1 promoter sequence-specific DNA binding
tfc1,RNA polymerase III type 2 promoter sequence-specific DNA binding
tfc1,"transcription factor activity, RNA polymerase III type 1 promoter sequence-specific binding, TFIIIB recruiting"
tfc1,"transcription factor activity, RNA polymerase III type 2 promoter sequence-specific binding, TFIIIB recruiting"
tfc1,DNA binding
tfc1,"DNA binding, bending"
whi2,phosphatase activator activity
cbr1,"cytochrome-b5 reductase activity, acting on NAD(P)H"
cbr1,oxidoreductase activity
cbr1,FAD binding
cap2,actin binding
cap2,actin filament binding
mus81,DNA binding
mus81,nuclease activity
mus81,endonuclease activity
mus81,endodeoxyribonuclease activity
mus81,enzyme inhibitor activity
mus81,crossover junction endodeoxyribonuclease activity
mus81,hydrolase activity
mus81,metal ion binding
mus81,3'-flap endonuclease activity
kap95,Ran guanyl-nucleotide exchange factor activity
kap95,nuclear localization sequence binding
kap95,Ran GTPase binding
kap95,protein transporter activity
lih1,triglyceride lipase activity
lih1,lipase activity
lih1,hydrolase activity
igo1,molecular_function unknown
igo1,protein phosphatase inhibitor activity
igo1,phosphatase regulator activity
ndi1,NADH dehydrogenase (ubiquinone) activity
ndi1,oxidoreductase activity
ndi1,flavin adenine dinucleotide binding
pyc2,nucleotide binding
pyc2,DNA binding
pyc2,catalytic activity
pyc2,biotin carboxylase activity
pyc2,pyruvate carboxylase activity
pyc2,ATP binding
pyc2,biotin binding
pyc2,ligase activity
pyc2,metal ion binding
fre4,ferric-chelate reductase activity
fre4,oxidoreductase activity
fre4,metal ion binding
fre4,ferric-chelate reductase (NADPH) activity
trr2,thioredoxin-disulfide reductase activity
trr2,oxidoreductase activity
trr2,flavin adenine dinucleotide binding
ibd2,molecular_function unknown
sec18,SNARE binding
sec18,nucleotide binding
sec18,ATP binding
sec18,ATPase activity
sec18,nucleoside-triphosphatase activity
sec18,phosphatidic acid binding
cmr1,DNA binding
vps54,molecular_function unknown
vps54,syntaxin binding
yer137c,molecular_function unknown
yer137c,nucleic acid binding
yer137c,zinc ion binding
kel3,molecular_function unknown
yrb2,molecular_function unknown
yrb2,GTPase activator activity
yrb2,Ran GTPase binding
yrb2,R-SMAD binding
rmd1,molecular_function unknown
hrd1,ubiquitin-protein transferase activity
hrd1,zinc ion binding
hrd1,transferase activity
hrd1,ligase activity
hrd1,metal ion binding
hrd1,ubiquitin protein ligase activity involved in ERAD pathway
hrd1,ubiquitin-specific protease binding
sar1,nucleotide binding
sar1,GTPase activity
sar1,GTP binding
sar1,hydrolase activity
ybr071w,molecular_function unknown
yel028w,molecular_function unknown
mrp4,tRNA binding
mrp4,structural constituent of ribosome
arl3,nucleotide binding
arl3,GTPase activity
arl3,GTP binding
pic2,inorganic phosphate transmembrane transporter activity
pic2,copper uptake transmembrane transporter activity
sac7,GTPase activator activity
mrs6,Rab geranylgeranyltransferase activity
mrs6,GDP-dissociation inhibitor activity
mrs6,GTPase activator activity
mrs6,oxidoreductase activity
mrs6,Rab GTPase binding
mrx9,molecular_function unknown
atp2,nucleotide binding
atp2,ATP binding
atp2,hydrolase activity
atp2,"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances"
atp2,ATPase activity
atp2,nucleoside-triphosphatase activity
atp2,"proton-transporting ATP synthase activity, rotational mechanism"
atp2,"proton-transporting ATPase activity, rotational mechanism"
gal2,transporter activity
gal2,sugar
gal2,proton symporter activity
gal2,galactose transmembrane transporter activity
gal2,glucose transmembrane transporter activity
gal2,transmembrane transporter activity
gal2,substrate-specific transmembrane transporter activity
sma2,molecular_function unknown
pma1,nucleotide binding
pma1,ATP binding
pma1,"hydrogen-exporting ATPase activity, phosphorylative mechanism"
pma1,hydrolase activity
pma1,ATPase activity
pma1,cation-transporting ATPase activity
pma1,metal ion binding
ypt52,nucleotide binding
ypt52,GTPase activity
ypt52,GTP binding
pcl2,cyclin-dependent protein serine/threonine kinase regulator activity
pcl2,protein kinase binding
ber1,molecular_function unknown
nop16,molecular_function unknown
haa1,RNA polymerase II core promoter proximal region sequence-specific DNA binding
haa1,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
haa1,"RNA polymerase II transcription factor activity, copper ion regulated core promoter proximal region sequence-specific binding"
haa1,DNA binding
haa1,"transcription factor activity, sequence-specific DNA binding"
haa1,copper ion binding
haa1,metal ion binding
get1,structural constituent of ribosome
get1,protein anchor
adh3,nucleotide binding
adh3,alcohol dehydrogenase (NAD) activity
adh3,zinc ion binding
adh3,oxidoreductase activity
adh3,metal ion binding
med11,TFIIH-class transcription factor binding
med11,RNA polymerase II transcription cofactor activity
med11,"transcription factor activity, TFIIH-class transcription factor recruiting"
syg1,molecular_function unknown
yor186w,molecular_function unknown
sky1,nucleotide binding
sky1,protein kinase activity
sky1,protein serine/threonine kinase activity
sky1,ATP binding
sky1,kinase activity
sky1,transferase activity
sky1,"transferase activity, transferring phosphorus-containing groups"
sam2,nucleotide binding
sam2,methionine adenosyltransferase activity
sam2,ATP binding
sam2,transferase activity
sam2,metal ion binding
cpd1,catalytic activity
cpd1,cyclic-nucleotide phosphodiesterase activity
cpd1,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity"
cpd1,hydrolase activity
ath1,catalytic activity
ath1,"alpha,alpha-trehalase activity"
ath1,hydrolase activity
ath1,"hydrolase activity, acting on glycosyl bonds"
ath1,carbohydrate binding
vht1,biotin transporter activity
vht1,symporter activity
vht1,transmembrane transporter activity
sno2,molecular_function unknown
sno2,glutaminase activity
sno2,transferase activity
sno2,hydrolase activity
sno2,lyase activity
sno2,pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity
vps3,molecular_function unknown
wbp1,molecular_function unknown
wbp1,dolichyl-diphosphooligosaccharide-protein glycotransferase activity
wbp1,transferase activity
wbp1,"transferase activity, transferring glycosyl groups"
yel075c,molecular_function unknown
ypl245w,nucleotide binding
ypl245w,molecular_function unknown
ypl245w,nucleoside-triphosphatase activity
cwh41,catalytic activity
cwh41,mannosyl-oligosaccharide glucosidase activity
cwh41,hydrolase activity
cwh41,"hydrolase activity, acting on glycosyl bonds"
rpg1,RNA binding
rpg1,mRNA binding
rpg1,translation initiation factor activity
aim46,molecular_function unknown
aim46,intramolecular lyase activity
ram1,catalytic activity
ram1,prenyltransferase activity
ram1,protein farnesyltransferase activity
ram1,transferase activity
ram1,metal ion binding
aqy3,transporter activity
aqy3,glycerol transmembrane transporter activity
aqy3,water channel activity
aqy3,glycerol channel activity
pbs2,nucleotide binding
pbs2,protein kinase activity
pbs2,protein serine/threonine kinase activity
pbs2,"signal transducer, downstream of receptor, with serine/threonine kinase activity"
pbs2,MAP kinase kinase activity
pbs2,protein tyrosine kinase activity
pbs2,MAP-kinase scaffold activity
pbs2,ATP binding
pbs2,kinase activity
pbs2,transferase activity
pbs2,"transferase activity, transferring phosphorus-containing groups"
jem1,unfolded protein binding
jem1,chaperone binding
brn1,molecular_function unknown
brn1,chromatin binding
brn1,DNA topoisomerase binding
brn1,DNA topoisomerase (ATP-hydrolyzing) activator activity
ycg1,molecular_function unknown
ycg1,chromatin binding
tom70,protein channel activity
tom70,P-P-bond-hydrolysis-driven protein transmembrane transporter activity
tom70,mitochondrion targeting sequence binding
ctf4,DNA binding
ctf4,chromatin binding
rck2,nucleotide binding
rck2,protein kinase activity
rck2,protein serine/threonine kinase activity
rck2,calmodulin-dependent protein kinase activity
rck2,calmodulin binding
rck2,ATP binding
rck2,kinase activity
rck2,transferase activity
rck2,"transferase activity, transferring phosphorus-containing groups"
sdh3,succinate dehydrogenase activity
sdh3,succinate dehydrogenase (ubiquinone) activity
sdh3,electron carrier activity
sdh3,"oxidoreductase activity, acting on the CH-CH group of donors"
sdh3,metal ion binding
sdh3,quinone binding
pbr1,nucleotide binding
pbr1,oxidoreductase activity
pbr1,"oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor"
cwc15,molecular_function unknown
mef2,nucleotide binding
mef2,translation elongation factor activity
mef2,GTPase activity
mef2,GTP binding
prs4,nucleotide binding
prs4,magnesium ion binding
prs4,ribose phosphate diphosphokinase activity
prs4,ATP binding
prs4,kinase activity
prs4,transferase activity
prs4,metal ion binding
nse4,molecular_function unknown
nse4,SUMO transferase activity
art10,molecular_function unknown
nut2,RNA polymerase II transcription cofactor activity
nut2,molecular_function unknown
ubx6,molecular_function unknown
kdx1,nucleotide binding
kdx1,protein kinase activity
kdx1,protein serine/threonine kinase activity
kdx1,cyclin-dependent protein serine/threonine kinase activity
kdx1,ATP binding
kdx1,kinase activity
kdx1,transferase activity
kdx1,"transferase activity, transferring phosphorus-containing groups"
irc15,dihydrolipoyl dehydrogenase activity
irc15,microtubule binding
irc15,S-adenosylmethionine-dependent methyltransferase activity
irc15,oxidoreductase activity
irc15,flavin adenine dinucleotide binding
ksp1,nucleotide binding
ksp1,mRNA binding
ksp1,protein kinase activity
ksp1,protein serine/threonine kinase activity
ksp1,protein serine/threonine/tyrosine kinase activity
ksp1,ATP binding
ksp1,kinase activity
ksp1,transferase activity
ksp1,"transferase activity, transferring phosphorus-containing groups"
pis1,CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity
pis1,transferase activity
pis1,"phosphotransferase activity, for other substituted phosphate groups"
mrps5,RNA binding
mrps5,structural constituent of ribosome
ade2,nucleotide binding
ade2,catalytic activity
ade2,phosphoribosylaminoimidazole carboxylase activity
ade2,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity
ade2,ATP binding
ade2,lyase activity
ade2,carboxy-lyase activity
ade2,5-(carboxyamino)imidazole ribonucleotide mutase activity
ade2,metal ion binding
sdp1,phosphoprotein phosphatase activity
sdp1,protein tyrosine phosphatase activity
sdp1,protein tyrosine/serine/threonine phosphatase activity
sdp1,hydrolase activity
sdp1,phosphatase activity
sdp1,MAP kinase tyrosine/serine/threonine phosphatase activity
sdp1,MAP kinase tyrosine phosphatase activity
pre9,molecular_function unknown
pre9,endopeptidase activity
pre9,threonine-type endopeptidase activity
pre9,peptidase activity
pre9,hydrolase activity
yol107w,molecular_function unknown
oaf1,RNA polymerase II core promoter proximal region sequence-specific DNA binding
oaf1,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
oaf1,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"
oaf1,DNA binding
oaf1,"transcription factor activity, sequence-specific DNA binding"
oaf1,zinc ion binding
oaf1,sequence-specific DNA binding
oaf1,metal ion binding
ymr099c,catalytic activity
ymr099c,isomerase activity
ymr099c,carbohydrate binding
ymr099c,glucose-6-phosphate 1-epimerase activity
mdm34,molecular_function unknown
mkk2,nucleotide binding
mkk2,protein kinase activity
mkk2,protein serine/threonine kinase activity
mkk2,"signal transducer, downstream of receptor, with serine/threonine kinase activity"
mkk2,MAP kinase kinase activity
mkk2,protein tyrosine kinase activity
mkk2,ATP binding
mkk2,kinase activity
mkk2,transferase activity
mkk2,"transferase activity, transferring phosphorus-containing groups"
ykl070w,molecular_function unknown
ykl070w,FMN binding
ykl070w,oxidoreductase activity
pwp2,mRNA binding
pwp2,snoRNA binding
pha2,prephenate dehydratase activity
pha2,amino acid binding
pha2,lyase activity
spo12,molecular_function unknown
met18,molecular_function unknown
cdc23,ubiquitin-protein transferase activity
cdc23,cyclin binding
srm1,signal transducer activity
srm1,guanyl-nucleotide exchange factor activity
srm1,Ran guanyl-nucleotide exchange factor activity
rpn8,molecular_function unknown
rpn8,protein binding
ucc1,ubiquitin-protein transferase activity
ucc1,"protein binding, bridging"
ygr168c,molecular_function unknown
ktr5,"alpha-1,2-mannosyltransferase activity"
ktr5,mannosyltransferase activity
ktr5,transferase activity
ktr5,"transferase activity, transferring glycosyl groups"
cyt2,holocytochrome-c synthase activity
cyt2,lyase activity
cyt2,metal ion binding
avt7,L-histidine transmembrane transporter activity
avt7,L-tyrosine transmembrane transporter activity
avt7,L-glutamate transmembrane transporter activity
avt7,amino acid transmembrane transporter activity
avt7,L-lysine transmembrane transporter activity
avt7,L-serine transmembrane transporter activity
avt7,L-arginine transmembrane transporter activity
rnr3,nucleotide binding
rnr3,catalytic activity
rnr3,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
rnr3,ATP binding
rnr3,oxidoreductase activity
coq2,4-hydroxybenzoate decaprenyltransferase activity
coq2,prenyltransferase activity
coq2,4-hydroxybenzoate octaprenyltransferase activity
coq2,transferase activity
coq2,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
coq2,4-hydroxybenzoate nonaprenyltransferase activity
pkp2,nucleotide binding
pkp2,protein kinase activity
pkp2,protein serine/threonine kinase activity
pkp2,pyruvate dehydrogenase (acetyl-transferring) kinase activity
pkp2,ATP binding
pkp2,kinase activity
pkp2,transferase activity
oca1,phosphoprotein phosphatase activity
oca1,protein tyrosine phosphatase activity
oca1,hydrolase activity
gas5,catalytic activity
gas5,transferase activity
gas5,"1,3-beta-glucanosyltransferase activity"
spo74,structural molecule activity
cue4,molecular_function unknown
cue4,ubiquitin binding
cue4,ubiquitin-protein transferase activator activity
esl2,nucleotide binding
esl2,molecular_function unknown
esl2,ATP binding
dcc1,molecular_function unknown
dcc1,DNA clamp loader activity
aim17,molecular_function unknown
aim17,oxidoreductase activity
aim17,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"
aim17,metal ion binding
aim17,dioxygenase activity
urm1,protein tag
yat1,carnitine O-acetyltransferase activity
yat1,transferase activity
yat1,"transferase activity, transferring acyl groups"
ygr153w,molecular_function unknown
irc6,molecular_function unknown
irc6,"protein binding, bridging"
snx3,lipid binding
snx3,phosphatidylinositol-3-phosphate binding
snx3,phosphatidylinositol binding
irc5,nucleotide binding
irc5,molecular_function unknown
irc5,nucleic acid binding
irc5,DNA binding
irc5,helicase activity
irc5,ATP binding
irc5,hydrolase activity
irc5,ATPase activity
cyc2,"cytochrome-b5 reductase activity, acting on NAD(P)H"
cyc2,oxidoreductase activity
cyc2,FAD binding
edc1,RNA binding
edc1,mRNA binding
arp1,motor activity
arp1,structural constituent of cytoskeleton
ear1,molecular_function unknown
mgm101,molecular_function unknown
mgm101,DNA binding
mgm101,single-stranded DNA binding
taf2,"transcription factor activity, RNA polymerase II core promoter sequence-specific binding involved in preinitiation complex assembly"
taf2,"RNA polymerase II transcription factor activity, TBP-class protein binding, involved in preinitiation complex assembly"
taf2,chromatin binding
taf2,sequence-specific DNA binding
taf2,transcription regulatory region DNA binding
fit3,molecular_function unknown
tim21,molecular_function unknown
rrp43,molecular_function unknown
rrp43,RNA binding
rrp43,AU-rich element binding
atp15,hydrolase activity
atp15,ATPase activity
atp15,"proton-transporting ATP synthase activity, rotational mechanism"
atp15,"proton-transporting ATPase activity, rotational mechanism"
vtc3,molecular_function unknown
ydr102c,molecular_function unknown
trm7,methyltransferase activity
trm7,tRNA methyltransferase activity
trm7,transferase activity
trm732,molecular_function unknown
apl3,molecular_function unknown
apl3,protein transporter activity
aim41,molecular_function unknown
aim41,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"
rps0bp,structural constituent of ribosome
stp4,nucleic acid binding
stp4,zinc ion binding
stp4,sequence-specific DNA binding
stp4,metal ion binding
gpn2,nucleotide binding
gpn2,GTPase activity
gpn2,GTP binding
gpn2,hydrolase activity
pno1,RNA binding
pno1,unfolded protein binding
sae2,single-stranded DNA endodeoxyribonuclease activity
sae2,DNA binding
sae2,double-stranded DNA binding
sae2,nuclease activity
sae2,endonuclease activity
sae2,hydrolase activity
hat2,histone acetyltransferase activity
hat2,histone binding
sps18,molecular_function unknown
sps18,GTPase activator activity
sps18,zinc ion binding
sps18,metal ion binding
ubc11,nucleotide binding
ubc11,ubiquitin-protein transferase activity
ubc11,ATP binding
ubc11,transferase activity
ubc11,ligase activity
ubc11,acid-amino acid ligase activity
ubc11,ubiquitin protein ligase binding
ubc11,ubiquitin protein ligase activity
rpc82,RNA polymerase III activity
rpc82,DNA binding
rpc82,DNA-directed 5'-3' RNA polymerase activity
fmp23,molecular_function unknown
rnr1,nucleotide binding
rnr1,catalytic activity
rnr1,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
rnr1,ATP binding
rnr1,oxidoreductase activity
sfl1,RNA polymerase II core promoter proximal region sequence-specific DNA binding
sfl1,RNA polymerase II repressing transcription factor binding
sfl1,"RNA polymerase II transcription factor activity, sequence-specific transcription regulatory region DNA binding"
sfl1,DNA binding
sfl1,"transcription factor activity, sequence-specific DNA binding"
sfl1,sequence-specific DNA binding
rim21,molecular_function unknown
tof1,molecular_function unknown
cox16,molecular_function unknown
rps21ap,structural constituent of ribosome
hua2,molecular_function unknown
ddp1,endopolyphosphatase activity
ddp1,diphosphoinositol-polyphosphate diphosphatase activity
ddp1,hydrolase activity
ddp1,bis(5'-adenosyl)-hexaphosphatase activity
ddp1,bis(5'-adenosyl)-pentaphosphatase activity
ddp1,metal ion binding
ddp1,m7G(5')pppN diphosphatase activity
ddp1,inositol diphosphate tetrakisphosphate diphosphatase activity
ddp1,inositol bisdiphosphate tetrakisphosphate diphosphatase activity
ddp1,inositol diphosphate pentakisphosphate diphosphatase activity
ddp1,"inositol-1-diphosphate-2,3,4,5,6-pentakisphosphate diphosphatase activity"
ddp1,"inositol-3-diphosphate-1,2,4,5,6-pentakisphosphate diphosphatase activity"
ddp1,"inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity"
ddp1,"inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 1-diphosphatase activity"
ddp1,"inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity"
ddp1,"inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity"
ddp1,phosphodiesterase decapping endonuclease activity
ioc4,DNA binding
ioc4,ATPase activity
ioc4,nucleosome binding
thi3,magnesium ion binding
thi3,RNA polymerase II activating transcription factor binding
thi3,catalytic activity
thi3,lyase activity
thi3,carboxy-lyase activity
thi3,thiamine pyrophosphate binding
thi3,metal ion binding
tkl1,catalytic activity
tkl1,transketolase activity
tkl1,transferase activity
tkl1,metal ion binding
aim32,molecular_function unknown
snf11,molecular_function unknown
snf11,DNA translocase activity
ydr239c,molecular_function unknown
tub1,nucleotide binding
tub1,molecular_function unknown
tub1,GTPase activity
tub1,structural constituent of cytoskeleton
tub1,GTP binding
amd2,amidase activity
amd2,hydrolase activity
amd2,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
amd2,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"
pfs1,molecular_function unknown
cbf5,DNA binding
cbf5,RNA binding
cbf5,mRNA binding
cbf5,pseudouridine synthase activity
cbf5,isomerase activity
rrn7,RNA polymerase I CORE element sequence-specific DNA binding
rrn7,"transcription factor activity, RNA polymerase I CORE element binding transcription factor recruiting"
rrn7,DNA binding
rrn7,TBP-class protein binding
rrn7,metal ion binding
ymr262w,molecular_function unknown
ymr262w,nuclease activity
ymr262w,hydrolase activity
ymr262w,"hydrolase activity, acting on ester bonds"
ymr262w,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"
ymr262w,metal ion binding
ssa4,nucleotide binding
ssa4,ATP binding
ssa4,ATPase activity
ssa4,unfolded protein binding
tif2,nucleotide binding
tif2,nucleic acid binding
tif2,RNA binding
tif2,translation initiation factor activity
tif2,ATP-dependent RNA helicase activity
tif2,helicase activity
tif2,ATP binding
tif2,ATP-dependent helicase activity
tif2,hydrolase activity
acs2,nucleotide binding
acs2,catalytic activity
acs2,acetate-CoA ligase activity
acs2,ATP binding
acs2,AMP binding
acs2,ligase activity
acs2,acid-ammonia (or amide) ligase activity
ils1,tRNA binding
ils1,nucleotide binding
ils1,aminoacyl-tRNA editing activity
ils1,aminoacyl-tRNA ligase activity
ils1,isoleucine-tRNA ligase activity
ils1,ATP binding
ils1,ligase activity
pcl10,cyclin-dependent protein serine/threonine kinase regulator activity
pcl10,protein kinase binding
sss1,structural molecule activity
sss1,protein transporter activity
sss1,P-P-bond-hydrolysis-driven protein transmembrane transporter activity
yir016w,nucleotide binding
yir016w,molecular_function unknown
yir016w,ATP binding
dcn1,NEDD8 transferase activity
dcn1,"protein binding, bridging"
dcn1,ubiquitin conjugating enzyme binding
dcn1,ubiquitin-like protein binding
dcn1,ubiquitin binding
dcn1,cullin family protein binding
bet3,Rab guanyl-nucleotide exchange factor activity
sup45,translation release factor activity
sup45,"translation release factor activity, codon specific"
ubp16,thiol-dependent ubiquitin-specific protease activity
ubp16,peptidase activity
ubp16,cysteine-type peptidase activity
ubp16,hydrolase activity
ubp16,thiol-dependent ubiquitinyl hydrolase activity
lcb3,catalytic activity
lcb3,hydrolase activity
lcb3,sphingosine-1-phosphate phosphatase activity
fmp33,molecular_function unknown
utp6,snoRNA binding
rps22bp,structural constituent of ribosome
pox1,fatty-acyl-CoA binding
pox1,acyl-CoA dehydrogenase activity
pox1,acyl-CoA oxidase activity
pox1,electron carrier activity
pox1,oxidoreductase activity
pox1,"oxidoreductase activity, acting on the CH-CH group of donors"
pox1,flavin adenine dinucleotide binding
pox1,"oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor"
uth1,molecular_function unknown
uth1,hydrolase activity
uth1,"hydrolase activity, acting on glycosyl bonds"
yhr045w,molecular_function unknown
crd1,cardiolipin synthase activity
crd1,transferase activity
crd1,"phosphotransferase activity, for other substituted phosphate groups"
sov1,molecular_function unknown
avt1,transporter activity
avt1,L-tyrosine transmembrane transporter activity
avt1,L-glutamine transmembrane transporter activity
avt1,L-isoleucine transmembrane transporter activity
dsd1,D-serine ammonia-lyase activity
dsd1,lyase activity
cbp1,mRNA binding
yfl015c,molecular_function unknown
prc1,carboxypeptidase activity
prc1,serine-type carboxypeptidase activity
prc1,peptidase activity
prc1,hydrolase activity
akr1,zinc ion binding
akr1,palmitoyltransferase activity
akr1,transferase activity
akr1,"transferase activity, transferring acyl groups"
akr1,protein-cysteine S-palmitoyltransferase activity
akr1,metal ion binding
ssp120,molecular_function unknown
ssp120,calcium ion binding
ynl035c,molecular_function unknown
yml122c,molecular_function unknown
dug2,gamma-glutamyltransferase activity
dug2,peptidase activity
dug2,metallopeptidase activity
dug2,omega peptidase activity
dug2,zinc ion binding
dug2,hydrolase activity
dug2,dipeptidase activity
dug2,metal ion binding
dug2,metallodipeptidase activity
ers1,L-cystine transmembrane transporter activity
grr1,ubiquitin-protein transferase activity
grr1,"protein binding, bridging"
slx9,molecular_function unknown
cin1,GTPase activator activity
cin1,beta-tubulin binding
hsp42,unfolded protein binding
ino80,nucleotide binding
ino80,nucleic acid binding
ino80,DNA binding
ino80,helicase activity
ino80,ATP binding
ino80,hydrolase activity
ino80,"hydrolase activity, acting on acid anhydrides"
ino80,ATPase activity
ino80,ATP-dependent 3'-5' DNA helicase activity
bit2,molecular_function unknown
pmt2,mannosyltransferase activity
pmt2,dolichyl-phosphate-mannose-protein mannosyltransferase activity
pmt2,transferase activity
pmt2,"transferase activity, transferring glycosyl groups"
rsf2,nucleic acid binding
rsf2,DNA binding
rsf2,"transcription factor activity, sequence-specific DNA binding"
rsf2,zinc ion binding
rsf2,sequence-specific DNA binding
rsf2,metal ion binding
rts1,protein serine/threonine phosphatase activity
rts1,protein phosphatase regulator activity
ylr345w,nucleotide binding
ylr345w,catalytic activity
ylr345w,6-phosphofructo-2-kinase activity
ylr345w,"fructose-2,6-bisphosphate 2-phosphatase activity"
ylr345w,ATP binding
ylr345w,kinase activity
ylr345w,transferase activity
ylr345w,hydrolase activity
rpl6bp,RNA binding
rpl6bp,structural constituent of ribosome
ecm19,molecular_function unknown
tfb1,"transcription factor activity, core RNA polymerase binding"
tfb1,DNA-dependent ATPase activity
tfb1,RNA polymerase II carboxy-terminal domain kinase activity
tfb1,phosphatidylinositol-5-phosphate binding
tfb1,phosphatidylinositol-3-phosphate binding
leu5,coenzyme A transmembrane transporter activity
trs31,Rab guanyl-nucleotide exchange factor activity
ynr062c,molecular_function unknown
cuz1,molecular_function unknown
cuz1,zinc ion binding
cuz1,metal ion binding
cuz1,proteasome binding
lds1,molecular_function unknown
ybp1,molecular_function unknown
ndd1,transcription coactivator activity
mic27,molecular_function unknown
gga2,ubiquitin binding
gga2,phosphatidylinositol-4-phosphate binding
rps11ap,RNA binding
rps11ap,structural constituent of ribosome
rps11ap,rRNA binding
ist2,lipid binding
swd1,histone methyltransferase activity (H3-K4 specific)
taf9,"transcription factor activity, RNA polymerase II core promoter sequence-specific binding involved in preinitiation complex assembly"
taf9,chromatin binding
taf9,histone acetyltransferase activity
taf9,transcription factor binding
taf9,protein complex scaffold
taf9,transcription regulatory region DNA binding
taf9,protein heterodimerization activity
rga1,GTPase activator activity
rga1,zinc ion binding
rga1,metal ion binding
plb3,phospholipase activity
plb3,lysophospholipase activity
plb3,hydrolase activity
ypl261c,molecular_function unknown
ecm7,molecular_function unknown
puf3,RNA binding
puf3,mRNA binding
trm11,tRNA binding
trm11,nucleic acid binding
trm11,RNA binding
trm11,tRNA (guanine-N2-)-methyltransferase activity
trm11,methyltransferase activity
trm11,S-adenosylmethionine-dependent methyltransferase activity
trm11,transferase activity
hse1,ubiquitin binding
yrf1-1p,nucleotide binding
yrf1-1p,nucleic acid binding
yrf1-1p,DNA helicase activity
yrf1-1p,helicase activity
yrf1-1p,ATP binding
yrf1-1p,ATP-dependent helicase activity
yrf1-1p,hydrolase activity
jhd1,zinc ion binding
jhd1,oxidoreductase activity
jhd1,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"
jhd1,methylated histone binding
jhd1,metal ion binding
jhd1,dioxygenase activity
jhd1,histone demethylase activity (H3-K36 specific)
pcf11,RNA polymerase II core binding
pcf11,RNA binding
pcf11,mRNA binding
fmp52,nucleotide binding
fmp52,molecular_function unknown
pkc1,nucleotide binding
pkc1,protein kinase activity
pkc1,protein serine/threonine kinase activity
pkc1,protein kinase C activity
pkc1,ATP binding
pkc1,kinase activity
pkc1,transferase activity
pkc1,"transferase activity, transferring phosphorus-containing groups"
pkc1,metal ion binding
mic60,molecular_function unknown
prp19,first spliceosomal transesterification activity
prp19,ubiquitin-protein transferase activity
prp19,transferase activity
smf3,transporter activity
smf3,inorganic cation transmembrane transporter activity
smf3,metal ion binding
smf3,metal ion transmembrane transporter activity
arp2,nucleotide binding
arp2,actin binding
arp2,ATP binding
