stdname,sysname
Uncharacterized,YDL196W
KAR9,YPL269W
Uncharacterized,YER186C
CHD1,YER164W
GEP4,YHR100C
Uncharacterized,YGL072C
VEL1,YGL258W
LDB16,YCL005W
MMS21,YEL019C
RPS26b,YER131W
Uncharacterized,YMR245W
ARC1,YGL105W
FYV5,YCL058C
SEC9,YGR009C
SLD3,YGL113W
EDE1,YBL047C
VPS60,YDR486C
POM33,YLL023C
XKS1,YGR194C
PZF1,YPR186C
SFG1,YOR315W
HOF1,YMR032W
FRE1,YLR214W
TRP5,YGL026C
SAY1,YGR263C
SPC19,YDR201W
INA17,YPL099C
Uncharacterized,YDL129W
CHL4,YDR254W
LAP2,YNL045W
Uncharacterized,YNL010W
VTH2,YJL222W
VPS4,YPR173C
TRX3,YCR083W
RPS0a,YGR214W
MGA1,YGR249W
PDH1,YPR002W
ZIM17,YNL310C
DBF4,YDR052C
BST1,YFL025C
Uncharacterized,YEL073C
DPH6,YLR143W
GPM2,YDL021W
Uncharacterized,YLR112W
BET4,YJL031C
OGG1,YML060W
AMD1,YML035C
PAN5,YHR063C
Uncharacterized,YPL044C
NIT2,YJL126W
MRT4,YKL009W
ZNF1,YFL052W
UBP2,YOR124C
Uncharacterized,YDR094W
HSP150,YJL159W
MST1,YKL194C
FAR11,YNL127W
RPC34,YNR003C
Uncharacterized,YLR317W
ARH1,YDR376W
PBN1,YCL052C
PES4,YFR023W
SRL4,YPL033C
Uncharacterized,YJR015W
Uncharacterized,YPL182C
COX6,YHR051W
Uncharacterized,YLR280C
GEF1,YJR040W
CLB2,YPR119W
SET3,YKR029C
Uncharacterized,YKL036C
PAM16,YJL104W
DLD1,YDL174C
DSS1,YMR287C
AAC1,YMR056C
QRI1,YDL103C
RPL5,YPL131W
Uncharacterized,YBR220C
NUP159,YIL115C
KEL1,YHR158C
IZH4,YOL101C
ARG3,YJL088W
ADE4,YMR300C
Uncharacterized,YBL028C
YMR31,YFR049W
CYS4,YGR155W
Uncharacterized,YDL221W
VPS8,YAL002W
MIF2,YKL089W
ARG4,YHR018C
CIN5,YOR028C
TSR3,YOR006C
YSH1,YLR277C
RFC4,YOL094C
Uncharacterized,YJR157W
ERG8,YMR220W
Uncharacterized,YLR302C
ADE8,YDR408C
SNU66,YOR308C
PXL1,YKR090W
PRO1,YDR300C
AAH1,YNL141W
NVJ1,YHR195W
Uncharacterized,YGR017W
RPL1a,YPL220W
Uncharacterized,YOR268C
SPS1,YDR523C
RPB11,YOL005C
RML2,YEL050C
SAS5,YOR213C
MIX14,YDR031W
Uncharacterized,YBR206W
LYP1,YNL268W
Uncharacterized,YDR535C
SDT1,YGL224C
Uncharacterized,YGR039W
COX15,YER141W
DOA1,YKL213C
VAM10,YOR068C
YRF1-8,YOR396W
CHA1,YCL064C
USA1,YML029W
FMP45,YDL222C
ARE1,YCR048W
SPO71,YDR104C
SNT1,YCR033W
Uncharacterized,YDR222W
YPS6,YIR039C
Uncharacterized,YLR042C
TIF1,YKR059W
Uncharacterized,YBR032W
SPS19,YNL202W
PRO3,YER023W
MNN5,YJL186W
HPT1,YDR399W
PPZ1,YML016C
FDH1,YOR388C
CKI1,YLR133W
CDC7,YDL017W
Uncharacterized,YOR235W
COS12,YGL263W
SLD7,YOR060C
BGL2,YGR282C
CPR6,YLR216C
MTR4,YJL050W
Uncharacterized,YKR033C
SPO20,YMR017W
Uncharacterized,YML083C
CYR1,YJL005W
Uncharacterized,YDR248C
MRPL11,YDL202W
SAC3,YDR159W
Uncharacterized,YLR159W
CTO1,YCR015C
Uncharacterized,YGL185C
TRP2,YER090W
YIM2,YMR151W
Uncharacterized,YBL070C
SEY1,YOR165W
Uncharacterized,YPR150W
COG4,YPR105C
CNL1,YDR357C
UTP10,YJL109C
REC107,YJR021C
SEN54,YPL083C
ORT1,YOR130C
SSQ1,YLR369W
AIM44,YPL158C
PSD2,YGR170W
KEX1,YGL203C
PHM6,YDR281C
DIB1,YPR082C
EFM3,YJR129C
SPT20,YOL148C
Uncharacterized,YDR008C
DYN3,YMR299C
STD1,YOR047C
LEU1,YGL009C
TOP3,YLR234W
VMA2,YBR127C
DAD1,YDR016C
YPR1,YDR368W
ASG1,YIL130W
ERG20,YJL167W
SPC42,YKL042W
SUN4,YNL066W
SLU7,YDR088C
PEX25,YPL112C
ARA1,YBR149W
SNL1,YIL016W
ARC19,YKL013C
NAB6,YML117W
BIO4,YNR057C
YAP7,YOL028C
ATG4,YNL223W
SKN7,YHR206W
AIM39,YOL053W
SND1,YDR186C
SMF1,YOL122C
SSM4,YIL030C
IRC7,YFR055W
URA8,YJR103W
GAS2,YLR343W
Uncharacterized,YNL089C
GLC7,YER133W
Uncharacterized,YLR334C
SFM1,YOR021C
UFD2,YDL190C
Uncharacterized,YBR051W
SPS100,YHR139C
RAD4,YER162C
ZRC1,YMR243C
NSA1,YGL111W
KIC1,YHR102W
MLC2,YPR188C
PAU17,YLL025W
FYV8,YGR196C
Uncharacterized,YLR281C
Uncharacterized,YDR433W
ALD4,YOR374W
MOH1,YBL049W
Uncharacterized,YLR416C
CWH36,YCL007C
TOF2,YKR010C
ARP6,YLR085C
Uncharacterized,YGL024W
CAD1,YDR423C
AIM45,YPR004C
SYC1,YOR179C
SRB8,YCR081W
RCH1,YMR034C
APL6,YGR261C
SLM2,YNL047C
MPS3,YJL019W
RPL30,YGL030W
RNR4,YGR180C
CTA1,YDR256C
RPS19b,YNL302C
ASC1,YMR116C
ADE6,YGR061C
HCA4,YJL033W
PDR5,YOR153W
CIN2,YPL241C
RMP1,YLR145W
TPI1,YDR050C
Uncharacterized,YPR059C
RPS30b,YOR182C
MFT1,YML062C
ALR2,YFL050C
PHO88,YBR106W
CCW12,YLR110C
SDD4,YPR022C
Uncharacterized,YDL023C
DLD3,YEL071W
ROX3,YBL093C
NIS1,YNL078W
LTV1,YKL143W
BNI1,YNL271C
LSM1,YJL124C
GIC1,YHR061C
TSA2,YDR453C
NAT3,YPR131C
PHO85,YPL031C
Uncharacterized,YKL030W
ESBP6,YNL125C
RPS3,YNL178W
CIT1,YNR001C
ESS1,YJR017C
MNT3,YIL014W
TCO89,YPL180W
TAF10,YDR167W
PEX22,YAL055W
PRM5,YIL117C
IME2,YJL106W
Uncharacterized,YBR226C
CPR2,YHR057C
NGL2,YMR285C
YCT1,YLL055W
DUN1,YDL101C
LIN1,YHR156C
PEX32,YBR168W
FKS3,YMR306W
GIP3,YPL137C
CHO2,YGR157W
HUR1,YGL168W
ITR2,YOL103W
RFC2,YJR068W
MPC2,YHR162W
SMD2,YLR275W
UTP23,YOR004W
RUP1,YOR138C
Uncharacterized,YGR139W
Uncharacterized,YNL143C
SPC105,YGL093W
Ho,YDL227C
OXP1,YKL215C
RAD18,YCR066W
Uncharacterized,YDR442W
FSH2,YMR222C
SRP40,YKR092C
APM3,YBR288C
Uncharacterized,YPL277C
MGM1,YOR211C
Uncharacterized,YGR011W
Uncharacterized,YDR521W
MTC3,YGL226W
PAU7,YAR020C
SOG2,YOR353C
FRT1,YOR324C
SNF6,YHL025W
Uncharacterized,YDR537C
ACB1,YGR037C
DDI1,YER143W
RPD3,YNL330C
VNX1,YNL321W
RPS14a,YCR031C
ERV29,YGR284C
MMM1,YLL006W
SPE3,YPR069C
HES1,YOR237W
SIP18,YMR175W
DFG10,YIL049W
Uncharacterized,YLR428C
PDC1,YLR044C
RKM3,YBR030W
ECM2,YBR065C
SEC39,YLR440C
ICT1,YLR099C
SMP3,YOR149C
CSI2,YOL007C
TIF35,YDR429C
RPS24a,YER074W
ERG12,YMR208W
SPT5,YML010W
RPN3,YER021W
AFG1,YEL052W
NNR1,YNL200C
ATP12,YJL180C
SAK1,YER129W
PSR2,YLR019W
BUD28,YLR062C
RPS9a,YPL081W
NUP133,YKR082W
STI1,YOR027W
Uncharacterized,YJL007C
SBE2,YDR351W
WSC4,YHL028W
RTN2,YDL204W
CLB4,YLR210W
Uncharacterized,YLR171W
SVP26,YHR181W
SPO14,YKR031C
TDA9,YML081W
SHC1,YER096W
ECM16,YMR128W
CEG1,YGL130W
EAF6,YJR082C
COX4,YGL187C
VPS53,YJL029C
RPS8a,YBL072C
CWH43,YCR017C
AIM36,YMR157C
CSM3,YMR048W
Uncharacterized,YGR176W
YTH1,YPR107C
GPI2,YPL076W
Uncharacterized,YJR023C
RPS28a,YOR167C
CCE1,YKL011C
MMO1,YKL044W
AIM2,YAL049C
LDB17,YDL146W
ROD1,YOR018W
ARG7,YMR062C
ERG5,YMR015C
Uncharacterized,YGL262W
MCM6,YGL201C
Uncharacterized,YPR084W
GRS1,YBR121C
FLO9,YAL063C
OM45,YIL136W
RTC2,YBR147W
YDJ1,YNL064C
AHC1,YOR023C
HHT2,YNL031C
Uncharacterized,YPL114W
MMR1,YLR190W
RPL2b,YIL018W
Uncharacterized,YML119W
NUP1,YOR098C
CNM67,YNL225C
MNL1,YHR204W
MSC7,YHR039C
CHK1,YBR274W
Uncharacterized,YBL012C
SCC2,YDR180W
Uncharacterized,YOR318C
RPL18a,YOL120C
Uncharacterized,YAR069C
CST6,YIL036W
Uncharacterized,YFR057W
GAL11,YOL051W
MNT4,YNR059W
SEG1,YMR086W
AIM20,YIL158W
TOM6,YOR045W
Uncharacterized,YDR476C
Uncharacterized,YDR029W
RSM26,YJR101W
SPO77,YLR341W
PIN4,YBL051C
Uncharacterized,YER135C
RPL15a,YLR029C
ARF1,YDL192W
PEF1,YGR058W
GRE3,YHR104W
MCD1,YDL003W
UBC4,YBR082C
Uncharacterized,YBR053C
MDH3,YDL078C
FMC1,YIL098C
PPM1,YDR435C
HNT3,YOR258W
RER1,YCL001W
Uncharacterized,YOR376W
RFA1,YAR007C
YPP1,YGR198W
ISA1,YLL027W
CRM1,YGR218W
PUN1,YLR414C
TEM1,YML064C
Uncharacterized,YKR012C
NDC1,YML031W
FOL2,YGR267C
MIH1,YMR036C
ISF1,YMR081C
HNT1,YDL125C
Uncharacterized,YMR114C
STT3,YGL022W
ICL2,YPR006C
INO1,YJL153C
Uncharacterized,YDR431W
SCJ1,YMR214W
DCI1,YOR180C
RPL37b,YDR500C
SPT4,YGR063C
ATP20,YPR020W
Uncharacterized,YEL077C
SDA1,YGR245C
RSA3,YLR221C
SRP68,YPL243W
ITR1,YDR497C
SMD3,YLR147C
RTK1,YDL025C
CAK1,YFL029C
MAP2,YBL091C
CAM1,YPL048W
SPN1,YPR133C
ARG2,YJL071W
NMA111,YNL123W
VPS74,YDR372C
Uncharacterized,YOR111W
PTK1,YKL198C
RPT1,YKL145W
COG6,YNL041C
PEP7,YDR323C
RAD28,YDR030C
LSB6,YJL100W
IXR1,YKL032C
PIR3,YKL163W
Uncharacterized,YKL118W
DLD2,YDL178W
LAM4,YHR080C
HST2,YPL015C
MSS2,YDL107W
Uncharacterized,YNR029C
AEP1,YMR064W
Uncharacterized,YPL142C
ALY2,YJL084C
Uncharacterized,YBR224W
SRB6,YBR253W
WSC3,YOL105C
COX5b,YIL111W
RTT107,YHR154W
ISU1,YPL135W
Uncharacterized,YGR151C
PEX18,YHR160C
Uncharacterized,YIL177C
BUD9,YGR041W
MRX4,YPL168W
UBP15,YMR304W
PIG1,YLR273C
Uncharacterized,YGR137W
ATG22,YCL038C
SHS1,YDL225W
MVD1,YNR043W
TOA2,YKL058W
MDH1,YKL085W
HAL9,YOL089C
Uncharacterized,YHL018W
Uncharacterized,YIR020C
NUP188,YML103C
JEN1,YKL217W
EFM4,YIL064W
RPL40b,YKR094C
SNU71,YGR013W
BOL2,YGL220W
UBC12,YLR306W
MEK1,YOR351C
TDA1,YMR291W
FDC1,YDR539W
MMT1,YMR177W
Uncharacterized,YJR146W
Uncharacterized,YGR035C
RIM101,YHL027W
BIO2,YGR286C
Uncharacterized,YNL266W
Uncharacterized,YLR046C
PHO87,YCR037C
ABP140,YOR239W
MDM32,YOR147W
ORC3,YLL004W
TIP1,YBR067C
TPA1,YER049W
TVP15,YDR100W
ERV25,YML012W
RPL12a,YEL054C
Uncharacterized,YLL059C
MDM12,YOL009C
AQY1,YPR192W
RFC1,YOR217W
POL12,YBL035C
FRS1,YLR060W
MTD1,YKR080W
Uncharacterized,YER076C
TUB3,YML124C
RGL1,YPL066W
Uncharacterized,YJL182C
REB1,YBR049C
Uncharacterized,YOR282W
PAA1,YDR071C
TRR1,YDR353W
VMA22,YHR060W
Uncharacterized,YCR099C
AIM33,YML087C
Uncharacterized,YDL206W
PUP3,YER094C
PRE3,YJL001W
GND1,YHR183W
AST2,YER101C
Uncharacterized,YJL027C
Uncharacterized,YMR155W
Uncharacterized,YLR173W
SPC34,YKR037C
MAK32,YCR019W
TUB4,YLR212C
Uncharacterized,YGL132W
CPR3,YML078W
AAR2,YBL074C
PNS1,YOR161C
YAP5,YIR018W
NAS2,YIL007C
TIF11,YMR260C
EFT1,YOR133W
YTA6,YPL074W
FCF1,YDR339C
Uncharacterized,YNL320W
SPT16,YGL207W
ADH5,YBR145W
RPB2,YOR151C
DCW1,YKL046C
BNA1,YJR025C
CBP4,YGR174C
SAM37,YMR060C
SPE1,YKL184W
MRX12,YJR003C
Uncharacterized,YDL144C
ENT3,YJR125C
SUA7,YPR086W
Uncharacterized,YLR365W
FMP27,YLR454W
BNA2,YJR078W
AMS1,YGL156W
FAR10,YLR238W
HOS3,YPL116W
TEF2,YBR118W
Uncharacterized,YMR295C
Uncharacterized,YNL033W
GCD10,YNL062C
FUS3,YBL016W
GCD2,YGR083C
PMT4,YJR143C
FLX1,YIL134W
GNA1,YFL017C
Uncharacterized,YJL163C
Uncharacterized,YDR262W
TVP23,YDR084C
CDC1,YDR182W
Uncharacterized,YGL152C
Uncharacterized,YBL010C
RFC3,YNL290W
RUB1,YDR139C
PPS1,YBR276C
CCR4,YAL021C
Uncharacterized,YOL079W
JJJ1,YNL227C
MDH2,YOL126C
COT1,YOR316C
TFC1,YBR123C
CAP2,YIL034C
WHI2,YOR043W
UGO1,YDR470C
TAF5,YBR198C
KAP95,YLR347C
CBR1,YIL043C
MUS81,YDR386W
LIH1,YJR107W
NDI1,YML120C
FRE4,YNR060W
IGO1,YNL157W
PYC2,YBR218C
IBD2,YNL164C
Uncharacterized,YGL069C
CMR1,YDL156W
TRR2,YHR106W
SEC18,YBR080C
VPS54,YDR027C
Uncharacterized,YER137C
YRB2,YIL063C
HRD1,YOL013C
RMD1,YDL001W
MRS6,YOR370C
Uncharacterized,YBR071W
SAR1,YPL218W
MRP4,YHL004W
Uncharacterized,YEL028W
KEL3,YPL263C
SMA2,YML066C
MRX9,YDL027C
GAL2,YLR081W
ATP2,YJR121W
SAC7,YDR389W
ARL3,YPL051W
PIC2,YER053C
YPT52,YKR014C
PMA1,YGL008C
Uncharacterized,YGR265W
GET1,YGL020C
HAA1,YPR008W
ADH3,YMR083W
BER1,YLR412W
NOP16,YER002W
PCL2,YDL127W
CPD1,YGR247W
Uncharacterized,YOR186W
SKY1,YMR216C
SYG1,YIL047C
ATH1,YPR026W
MED11,YMR112C
SAM2,YDR502C
VHT1,YGR065C
Uncharacterized,YPL245W
AIM46,YHR199C
VPS3,YDR495C
Uncharacterized,YEL075C
SNO2,YNL334C
CWH41,YGL027C
RPG1,YBR079C
WBP1,YEL002C
PBS2,YJL128C
RAM1,YDL090C
AQY3,YFL054C
BRN1,YBL097W
JEM1,YJL073W
YCG1,YDR325W
Uncharacterized,YPL035C
Uncharacterized,YNL174W
TOM70,YNL121C
RCK2,YLR248W
CTF4,YPR135W
SDH3,YKL141W
MEF2,YJL102W
Uncharacterized,YNL043C
PBR1,YNL181W
PRS4,YBL068W
CWC15,YDR163W
NSE4,YDL105W
ADE2,YOR128C
KSP1,YHR082C
NUT2,YPR168W
ART10,YLR392C
UBX6,YJL048C
IRC15,YPL017C
KDX1,YKL161C
MRPS5,YBR251W
Uncharacterized,YMR099C
SDP1,YIL113W
Uncharacterized,YOL107W
PIS1,YPR113W
PRE9,YGR135W
MDM34,YGL219C
OAF1,YAL051W
PWP2,YCR057C
Uncharacterized,YKL070W
MKK2,YPL140C
SPO12,YHR152W
Uncharacterized,YJL086C
PHA2,YNL316C
Uncharacterized,YKL147C
KTR5,YNL029C
CDC23,YHR166C
SRM1,YGL097W
MET18,YIL128W
UCC1,YLR224W
CYT2,YKL087C
RPN8,YOR261C
Uncharacterized,YGR168C
RNR3,YIL066C
AVT7,YIL088C
SPO74,YGL170C
COQ2,YNR041C
GAS5,YOL030W
CUE4,YML101C
PKP2,YGL059W
OCA1,YNL099C
ESL2,YKR096W
DCC1,YCL016C
AIM17,YHL021C
IRC6,YFR043C
URM1,YIL008W
SNX3,YOR357C
IRC5,YFR038W
Uncharacterized,YGR153W
YAT1,YAR035W
CYC2,YOR037W
TIM21,YGR033C
MGM101,YJR144W
EDC1,YGL222C
ARP1,YHR129C
FIT3,YOR383C
ATP15,YPL271W
EAR1,YMR171C
TAF2,YCR042C
RPS0b,YLR048W
TRM7,YBR061C
Uncharacterized,YDR102C
TRM732,YMR259C
RRP43,YCR035C
VTC3,YPL019C
PNO1,YOR145C
AIM41,YOR215C
APL3,YBL037W
HAT2,YEL056W
STP4,YDL048C
GPN2,YOR262W
SPS18,YNL204C
SAE2,YGL175C
RPC82,YPR190C
FMP23,YBR047W
SFL1,YOR140W
TOF1,YNL273W
COX16,YJL003W
UBC11,YOR339C
RNR1,YER070W
RIM21,YNL294C
RPS21a,YKR057W
HUA2,YOR284W
DDP1,YOR163W
AIM32,YML050W
Uncharacterized,YDR239C
IOC4,YMR044W
THI3,YDL080C
SNF11,YDR073W
TKL1,YPR074C
TUB1,YML085C
PFS1,YHR185C
AMD2,YDR242W
CBF5,YLR175W
RRN7,YJL025W
Uncharacterized,YDR048C
TIF2,YJL138C
SSA4,YER103W
Uncharacterized,YMR262W
ACS2,YLR153C
ILS1,YBL076C
PCL10,YGL134W
DCN1,YLR128W
BET3,YKR068C
SSS1,YDR086C
SUP45,YBR143C
Uncharacterized,YIR016W
UBP16,YPL072W
LCB3,YJL134W
FMP33,YJL161W
RPS22b,YLR367W
UTP6,YDR449C
Uncharacterized,YHR045W
POX1,YGL205W
UTH1,YKR042W
CRD1,YDL142C
SOV1,YMR066W
AVT1,YJR001W
DSD1,YGL196W
CBP1,YJL209W
AKR1,YDR264C
Uncharacterized,YNL035C
Uncharacterized,YFL015C
PRC1,YMR297W
SSP120,YLR250W
Uncharacterized,YML122C
SLX9,YGR081C
ERS1,YCR075C
DUG2,YBR281C
GRR1,YJR090C
CIN1,YOR349W
INO80,YGL150C
PMT2,YAL023C
RSF2,YJR127C
HSP42,YDR171W
Uncharacterized,YOR314W
BIT2,YBR270C
Uncharacterized,YOR041C
RTS1,YOR014W
ECM19,YLR390W
LEU5,YHR002W
Uncharacterized,YLR345W
TFB1,YDR311W
TRS31,YDR472W
RPL6b,YLR448W
CUZ1,YNL155W
Uncharacterized,YNR062C
LDS1,YAL018C
MIC27,YNL100W
YBP1,YBR216C
NDD1,YOR372C
Uncharacterized,YDR491C
RPS11a,YDR025W
GGA2,YHR108W
IST2,YBR086C
SWD1,YAR003W
TAF9,YMR236W
RGA1,YOR127W
PLB3,YOL011W
TRM11,YOL124C
PUF3,YLL013C
ECM7,YLR443W
Uncharacterized,YPL261C
YRF1-1,YDR545W
HSE1,YHL002W
JHD1,YER051W
PCF11,YDR228C
PKC1,YBL105C
FMP52,YER004W
PRP19,YLL036C
MIC60,YKR016W
ARP2,YDL029W
EMP70,YLR083C
SMF3,YLR034C
YPK3,YBR028C
Uncharacterized,YMR085W
Uncharacterized,YHR219W
ROX1,YPR065W
Uncharacterized,YDL121C
SER1,YOR184W
RPT2,YDL007W
MGL2,YMR210W
SPG3,YDR504C
Uncharacterized,YGR067C
PET123,YOR158W
YME1,YPR024W
YAP1802,YGR241C
MZM1,YDR493W
Uncharacterized,YPL247C
Uncharacterized,YGL036W
Uncharacterized,YPR053C
MRP49,YKL167C
MRX3,YBL095W
DGA1,YOR245C
SRP14,YDL092W
Uncharacterized,YMR027W
RRP9,YPR137W
TRS33,YOR115C
Uncharacterized,YDR327W
SEC13,YLR208W
NDE1,YMR145C
Uncharacterized,YJL075C
Uncharacterized,YDR455C
Uncharacterized,YCL041C
HFD1,YMR110C
ACL4,YDR161W
CWC23,YGL128C
Uncharacterized,YDR209C
HCM1,YCR065W
FYV4,YHR059W
MEC3,YLR288C
TAF3,YPL011C
Uncharacterized,YBR013C
STB1,YNL309W
IRC19,YLL033W
CYC1,YJR048W
DBF20,YPR111W
STE12,YHR084W
FLC2,YAL053W
POP4,YBR257W
VPS45,YGL095C
PGA2,YNL149C
NOP53,YPL146C
UME1,YPL139C
SCP160,YJL080C
AIR1,YIL079C
STB6,YKL072W
PEX4,YGR133W
DOM34,YNL001W
Uncharacterized,YBR137W
Uncharacterized,YJR128W
TDA7,YNL176C
VTH1,YIL173W
Uncharacterized,YJL152W
PEX28,YHR150W
DBR1,YKL149C
TEF4,YKL081W
DNA2,YHR164C
MLH3,YPL164C
RCE1,YMR274C
BUR2,YLR226W
RPN1,YHR027C
SSB1,YDL229W
OPI10,YOL032W
Uncharacterized,YIL060W
FPK1,YNR047W
ERJ5,YFR041C
PML39,YML107C
GDS1,YOR355W
UBP11,YKR098C
ERT1,YBR239C
YIA6,YIL006W
PCL7,YIL050W
YPF1,YKL100C
SHE4,YOR035C
IMO32,YGR031W
GAD1,YMR250W
DDR48,YMR173W
Uncharacterized,YJR142W
NPR3,YHL023C
Uncharacterized,YER158C
MATALPHA1,YCR040W
HIS1,YER055C
YCK3,YER123W
FET4,YMR319C
ADD66,YKL206C
Uncharacterized,YGL177W
DRS1,YLL008W
GMC1,YDR506C
SHE1,YBL031W
Uncharacterized,YDR391C
GCD1,YOR260W
Uncharacterized,YPR196W
Uncharacterized,YHL049C
GAT3,YLR013W
CET1,YPL228W
PER33,YLR064W
GIP1,YBR045C
RDR1,YOR380W
VTC1,YER072W
BIT61,YJL058C
CUR1,YPR158W
GNP1,YDR508C
PPH3,YDR075W
YRF1-6,YNL339C
MRPL9,YGR220C
Uncharacterized,YLR177W
SUR7,YML052W
SNU56,YDR240C
RTT102,YGR275W
Uncharacterized,YPR076W
RDL2,YOR286W
IKI1,YHR187W
THI80,YOR143C
HIF1,YLL022C
Uncharacterized,YBR063C
NUP157,YER105C
PET130,YJL023C
SEA4,YBL104C
EUG1,YDR518W
MCD4,YKL165C
ATG16,YMR159C
PCD1,YLR151C
CUE1,YMR264W
MRM2,YGL136C
RLF2,YPR018W
SPC25,YER018C
BMT2,YBR141C
RPS21b,YJL136C
MTQ2,YDR140W
ABF1,YKL112W
VPS41,YDR080W
RAD16,YBR114W
Uncharacterized,YPL025C
Uncharacterized,YIR014W
MUK1,YPL070W
DCR2,YLR361C
AFT2,YPL202C
Uncharacterized,YNL105W
RPL17a,YKL180W
SUI2,YJR007W
Uncharacterized,YKR040C
UBP9,YER098W
MPH1,YIR002C
AAP1,YHR047C
Uncharacterized,YJL118W
ERG26,YGL001C
IWR1,YDL115C
RPO21,YDL140C
HEL2,YDR266C
Uncharacterized,YPL107W
IDH1,YNL037C
Uncharacterized,YKL091C
IES1,YFL013C
HOS2,YGL194C
PFK26,YIL107C
Uncharacterized,YLR252W
Uncharacterized,YOR029W
Uncharacterized,YDL114W
PDC6,YGR087C
NAT2,YGR147C
MYO2,YOR326W
BUD4,YJR092W
MAK16,YAL025C
Uncharacterized,YMR320W
RRN6,YBL014C
Uncharacterized,YLR269C
ERP4,YOR016C
NEM1,YHR004C
TIM22,YDL217C
GIM3,YNL153C
PIB1,YDR313C
SDS24,YBR214W
Uncharacterized,YNR064C
FAR7,YFR008W
ARO4,YBR249C
POL1,YNL102W
RNH1,YMR234W
SWS2,YNL081C
LYS21,YDL131W
MRE11,YMR224C
MIS1,YBR084W
RIP1,YEL024W
ACM1,YPL267W
WHI5,YOR083W
SES1,YDR023W
WTM2,YOR229W
RPL20b,YOR312C
ESC8,YOL017W
RNY1,YPL123C
Uncharacterized,YIL029C
Uncharacterized,YHR131C
HSM3,YBR272C
PDI1,YCL043C
GRE2,YOL151W
Uncharacterized,YPR097W
SNQ2,YDR011W
ATP5,YDR298C
RVS161,YCR009C
RIX7,YLL034C
MED1,YPR070W
APC4,YDR118W
ALD3,YMR169C
NUG1,YER006W
Uncharacterized,YLR118C
MAK3,YPR051W
Uncharacterized,YLR036C
RBS1,YDL189W
SNA4,YDL123W
RRP36,YOR287C
SIN4,YNL236W
Uncharacterized,YMR087W
YET3,YDL072C
ADO1,YJR105W
MED2,YDL005C
PDR10,YOR328W
EFR3,YMR212C
SHM2,YLR058C
SRL1,YOR247W
ELO1,YJL196C
MAL12,YGR292W
EMW1,YNL313C
YEA6,YEL006W
MPC3,YGR243W
OCH1,YGL038C
TGL2,YDR058C
THI5,YFL058W
GYP5,YPL249C
Uncharacterized,YGR069W
Uncharacterized,YDL109C
Uncharacterized,YDL094C
RAD10,YML095C
SED4,YCR067C
ENT2,YLR206W
LOA1,YPR139C
MRPL19,YNL185C
CSI1,YMR025W
Uncharacterized,YMR147W
RPT5,YOR117W
Uncharacterized,YGR269W
FIG2,YCR089W
Uncharacterized,YPR117W
NAM8,YHR086W
SAM35,YHR083W
MNN2,YBR015C
MRPS16,YPL013C
